yORF	gene name	GFP tagged?	GFP visualized?	abundance	localization summary	
YDR329C	PEX3	tagged	visualized	1400	peroxisome	
YDL012C		tagged	visualized	2250	cell periphery	
YAR002C-A	ERP1	tagged	visualized	20700	vacuolar membrane	
YPL012W	RRP12	tagged	visualized	8170	cytoplasm,nucleus	
YGR002C	GOD1	tagged	visualized	2230	nucleus	
YDR476C		tagged	visualized	2120	ER	
YOR326W	MYO2	tagged	visualized	4340	ambiguous,bud neck,cytoplasm,cell periphery,bud	
YOL097C	WRS1	tagged	visualized	12100	cytoplasm	
YER088C	DOT6	tagged	visualized	2120	cytoplasm,nucleus	
YER006W	NUG1	tagged	visualized	7130	nucleolus,nucleus	
YNL025C	SSN8	tagged	visualized	technical problem	nucleus	
YML094W	GIM5	tagged	visualized	2900	cytoplasm	
YBR274W	CHK1	tagged	visualized	2530	cytoplasm	
YDR144C	MKC7	tagged	visualized	538	vacuole	
YDL185W	TFP1	tagged	visualized	200000	vacuolar membrane	
YDR272W	GLO2	tagged	visualized	13700	cytoplasm,nucleus	
YER038C	KRE29	tagged	visualized	low signal	cytoplasm,nucleus	
YGL167C	PMR1	tagged	visualized	6900	ER	
YKL168C	KKQ8	tagged	visualized	981	cytoplasm	
YMR241W	YHM2	tagged	visualized	2930	mitochondrion	
YGR092W	DBF2	tagged	visualized	3500	bud neck,cytoplasm	
YOL145C	CTR9	tagged	visualized	12900	nucleus	
YMR310C		tagged	visualized	2540	nucleus	
YOR060C		tagged	visualized	1690	nucleus,spindle pole	
YLR048W	RPS0B	tagged	visualized	60900	cytoplasm	
YKL187C		tagged	visualized	not visualized	ambiguous	
YDL189W	RBS1	tagged	visualized	892	cytoplasm,punctate composite	
YDR091C	RLI1	tagged	visualized	6280	cytoplasm	
YIL143C	SSL2	tagged	visualized	825	nucleus	
YNL219C	ALG9	tagged	visualized	technical problem	ER	
YLR114C	EFR4	tagged	visualized	7500	cytoplasm	
YDL202W	MRPL11	tagged	visualized	6070	mitochondrion	
YMR288W	HSH155	tagged	visualized	521	cytoplasm,nucleus	
YHR159W		tagged	visualized	504	cytoplasm	
YPL239W	YAR1	tagged	visualized	13100	cytoplasm	
YDL100C	ARR4	tagged	visualized	17300	ER	
YPR179C	PLO1	tagged	visualized	1100	nucleus	
YBR132C	AGP2	tagged	visualized	not visualized	ER	
YDL119C		tagged	visualized	1550	mitochondrion	
YIL088C	AVT7	tagged	visualized	195	ER	
YDL227C	HO	tagged	visualized	low signal	nucleus	
YDR120C	TRM1	tagged	visualized	15500	nuclear periphery,nucleus	
YPL050C	MNN9	tagged	visualized	1630	Golgi	
YKL197C	PEX1	tagged	visualized	2100	peroxisome	
YBR265W	TSC10	tagged	visualized	7700	ER	
YKL134C	OCT1	tagged	visualized	2690	mitochondrion	
YDR196C		tagged	visualized	1660	ER	
YML081W		tagged	visualized	672	nucleus	
YBL087C	RPL23A	tagged	visualized	not visualized	nucleus	
YGL150C	INO80	tagged	visualized	6280	nucleus	
YLR335W	NUP2	tagged	visualized	2960	nuclear periphery	
YDR369C	XRS2	tagged	visualized	358	cytoplasm,nucleus	
YLR016C		tagged	visualized	1470	cytoplasm,nucleus	
YNR029C		tagged	visualized	1560	cytoplasm	
YBR127C	VMA2	tagged	visualized	131000	vacuolar membrane	
YLR098C	CHA4	tagged	visualized	396	cytoplasm,nucleus	
YOL140W	ARG8	tagged	visualized	2300	mitochondrion	
YLR035C	MLH2	tagged	visualized	71.6	cytoplasm,nucleus	
YGL226C-A	OST5	tagged	visualized	1010	ER	
YDR354W	TRP4	tagged	visualized	1760	cytoplasm,nucleus	
YDR309C	GIC2	tagged	visualized	1130	ambiguous,cytoplasm,bud	
YDR485C	VPS72	tagged	visualized	358	nucleus	
YOL023W	IFM1	tagged	visualized	1400	mitochondrion	
YBL056W	PTC3	tagged	visualized	19700	cytoplasm,nucleus	
YGL249W	ZIP2	tagged	visualized	not visualized	ambiguous	
YLR435W	TSR2	tagged	visualized	13400	cytoplasm,nucleus	
YJL125C	GCD14	tagged	visualized	7220	nucleus	
YPL037C	EGD1	tagged	visualized	18000	cytoplasm	
YLR051C		tagged	visualized	not visualized	nucleolus	
YDL137W	ARF2	tagged	visualized	25000	early Golgi,late Golgi	
YML025C		tagged	visualized	1180	mitochondrion	
YDL178W	DLD2	tagged	visualized	11400	mitochondrion	
YGR167W	CLC1	tagged	visualized	3490	late Golgi	
YML096W		tagged	visualized	3750	cytoplasm	
YBR129C	OPY1	tagged	visualized	1560	cytoplasm	
YPR086W	SUA7	tagged	visualized	6750	nucleus	
YJR005W	APL1	tagged	visualized	1670	bud neck,cell periphery	
YDL019C	OSH2	tagged	visualized	1070	punctate composite	
YPL026C	SKS1	tagged	visualized	2810	cytoplasm	
YKL077W		tagged	visualized	606	vacuole	
YOL034W	SMC5	tagged	visualized	892	cytoplasm,nucleus	
YBR077C		tagged	visualized	3490	vacuolar membrane	
YNL066W	SUN4	tagged	visualized	24700	vacuole	
YFR011C		tagged	visualized	3550	cytoplasm,mitochondrion	
YMR112C	MED11	tagged	visualized	396	nucleus	
YGR271W	SLH1	tagged	visualized	486	cytoplasm	
YLR309C	IMH1	tagged	visualized	2350	cytoplasm	
YCL010C	SGF29	tagged	visualized	1750	nucleus	
YPR147C		tagged	visualized	2010	cytoplasm	
YKL091C		tagged	visualized	2870	cytoplasm,nucleus	
YKL143W	LTV1	tagged	visualized	589	cytoplasm	
YMR269W		tagged	visualized	technical problem	nucleolus	
YBR049C	REB1	tagged	visualized	7510	nucleus	
YOR362C	PRE10	tagged	visualized	12000	cytoplasm,nucleus	
YBL036C		tagged	visualized	4890	cytoplasm,nucleus	
YOL077W-A	ATP19	tagged	visualized	1320	mitochondrion	
YPL249C	GYP5	tagged	visualized	1940	ambiguous,bud neck,cytoplasm,cell periphery,bud	
YLR065C		tagged	visualized	not visualized	ambiguous	
YAL001C	TFC3	tagged	visualized	125	cytoplasm,nucleus	
YBR163W	DEM1	tagged	visualized	1420	mitochondrion	
YMR077C	VPS20	tagged	visualized	937	vacuolar membrane,endosome	
YBR267W		tagged	visualized	830	cytoplasm	
YPL242C	IQG1	tagged	visualized	279	bud neck	
YPL183C		tagged	visualized	3450	cytoplasm	
YML028W	TSA1	tagged	visualized	378000	cytoplasm,punctate composite	
YGR179C	OKP1	tagged	visualized	2690	spindle pole	
YGL164C	YRB30	tagged	visualized	3670	cytoplasm	
YPL006W	NCR1	tagged	visualized	521	vacuolar membrane	
YMR285C	NGL2	tagged	visualized	3570	cytoplasm	
YBR141C		tagged	visualized	623	nucleolus	
YGL169W	SUA5	tagged	visualized	538	cytoplasm	
YPL243W	SRP68	tagged	visualized	6280	cytoplasm	
YMR212C	EFR3	tagged	visualized	1670	cell periphery	
YPL192C	PRM3	tagged	visualized	low signal	ER	
YLL061W	MMP1	tagged	visualized	low signal	ER	
YBL042C	FUI1	tagged	visualized	low signal	cell periphery,bud	
YDL082W	RPL13A	tagged	visualized	133000	cytoplasm	
YML097C	VPS9	tagged	visualized	4280	cytoplasm	
YBR145W	ADH5	tagged	visualized	1310	cytoplasm,nucleus	
YGL137W	SEC27	tagged	visualized	129000	Golgi,early Golgi	
YGR205W		tagged	visualized	4280	cytoplasm,nucleus	
YDL181W	INH1	tagged	visualized	981	mitochondrion	
YNL100W		tagged	visualized	5460	mitochondrion	
YGL124C	MON1	tagged	visualized	low signal	late Golgi	
YBR117C	TKL2	tagged	visualized	149	cytoplasm,nucleus	
YDR432W	NPL3	tagged	visualized	78700	nucleus	
YIL055C		tagged	visualized	low signal	ambiguous	
YOR016C	ERP4	tagged	visualized	2710	ER	
YKL092C	BUD2	tagged	visualized	1230	bud neck,cytoplasm,cell periphery	
YBR273C		tagged	visualized	2190	ER	
YOL112W	MSB4	tagged	visualized	1730	ambiguous,bud neck,cell periphery,bud	
YNL169C	PSD1	tagged	visualized	1080	mitochondrion	
YFL030W	AGX1	tagged	visualized	339		
YNR032W	PPG1	tagged	visualized	1960	cytoplasm,nucleus	
YOR208W	PTP2	tagged	visualized	149	cytoplasm,nucleus	
YNL134C		tagged	visualized	3490	cytoplasm,nucleus	
YPL083C	SEN54	tagged	visualized	531	mitochondrion	
YNL068C	FKH2	tagged	visualized	656	nucleus	
YGR140W	CBF2	tagged	visualized	1350	nucleus,spindle pole,microtubule	
YCR054C	CTR86	tagged	visualized	8970	cytoplasm	
YLR432W	IMD3	tagged	visualized	26300	cytoplasm	
YGR174C	CBP4	tagged	visualized	704	mitochondrion	
YOR367W	SCP1	tagged	visualized	1580	actin	
YER020W	GPA2	tagged	visualized	4570	cell periphery	
YGL222C	EDC1	tagged	visualized	not visualized	cytoplasm	
YPL015C	HST2	tagged	visualized	5260	cytoplasm	
YMR090W		tagged	visualized	704	cytoplasm	
YMR315W		tagged	visualized	9600	cytoplasm,nucleus	
YLR385C		tagged	visualized	4240	nucleus	
YJL029C	VPS53	tagged	visualized	low signal	punctate composite,early Golgi	
YOR027W	STI1	tagged	visualized	67600	cytoplasm	
YIL063C	YRB2	tagged	visualized	3620	nucleus	
YCL026C-B		tagged	visualized	low signal	cytoplasm,nucleus	
YOR035C	SHE4	tagged	visualized	3410	cytoplasm	
YHR127W	HSN1	tagged	visualized	2140	nucleus	
YKL013C	ARC19	tagged	visualized	9020	actin	
YDR326C		tagged	visualized	low signal	ambiguous	
YBR189W	RPS9B	tagged	visualized	63300	cytoplasm	
YLR390W	ECM19	tagged	visualized	1890	mitochondrion	
YNL030W	HHF2	tagged	visualized	681000	nucleus	
YNL246W	VPS75	tagged	visualized	3120	nucleus	
YEL065W	SIT1	tagged	visualized	not visualized	vacuole	
YAL021C	CCR4	tagged	visualized	2780	cytoplasm	
YAL017W	PSK1	tagged	visualized	967	cytoplasm	
YIL092W		tagged	visualized	105	cytoplasm,nucleus	
YBR036C	CSG2	tagged	visualized	technical problem	ER,vacuole	
YDL059C	RAD59	tagged	visualized	468	cytoplasm,nucleus	
YDR025W	RPS11A	tagged	visualized	technical problem	cytoplasm	
YGR106C		tagged	visualized	12800	vacuolar membrane	
YKL012W	PRP40	tagged	visualized	low signal	nucleus	
YNR011C	PRP2	tagged	visualized	172	cytoplasm,nucleus	
YJR104C	SOD1	tagged	visualized	519000	ambiguous,cytoplasm,nucleus	
YNR075W	COS10	tagged	visualized	2370	ER	
YJR111C		tagged	visualized	1890	mitochondrion	
YML076C	WAR1	tagged	visualized	907	nucleus	
YHL030W	ECM29	tagged	visualized	2950	cytoplasm,nucleus	
YDR348C		tagged	visualized	1480	bud neck,cell periphery	
YLR185W	RPL37A	tagged	visualized	21800	cytoplasm	
YOR057W	SGT1	tagged	visualized	1340	cytoplasm,nucleus,bud	
YNL279W	PRM1	tagged	visualized	low signal	vacuole	
YDR423C	CAD1	tagged	visualized	623	cytoplasm,nucleus	
YGR258C	RAD2	tagged	visualized	846	cytoplasm,nucleus	
YML114C	TAF8	tagged	visualized	4680	nucleus	
YPL225W		tagged	visualized	37500	cytoplasm	
YCR084C	TUP1	tagged	visualized	5840	nucleus	
YFL008W	SMC1	tagged	visualized	5710	cytoplasm,nucleus	
YGR283C		tagged	visualized	2820	nucleolus	
YIL160C	POT1	tagged	visualized	technical problem	ambiguous	
YJL127C	SPT10	tagged	visualized	1500	cytoplasm,nucleus	
YBR202W	CDC47	tagged	visualized	166	cytoplasm,nucleus	
YOR210W	RPB10	tagged	visualized	5300	nucleolus,nucleus	
YNR045W	PET494	tagged	visualized	450	mitochondrion	
YER168C	CCA1	tagged	visualized	13500	cytoplasm	
YKL020C	SPT23	tagged	visualized	432	cytoplasm	
YPR023C	EAF3	tagged	visualized	1890	nucleus	
YDR540C		tagged	visualized	172	cytoplasm,nucleus	
YJL017W		tagged	visualized	172	cytoplasm	
YMR255W	GFD1	tagged	visualized	2730	cytoplasm	
YOR078W	BUD21	tagged	visualized	2120	nucleolus,nucleus	
YPR072W	NOT5	tagged	visualized	5110	cytoplasm	
YNR030W	ECM39	tagged	visualized	3550	ER	
YKL157W	APE2	tagged	visualized	2910	cytoplasm,mitochondrion	
YER048W-A		tagged	visualized	2440	mitochondrion	
YBL039C	URA7	tagged	visualized	57600	cytoplasm	
YER150W	SPI1	tagged	visualized	not visualized	vacuole	
YPR061C		tagged	visualized	414	mitochondrion	
YHR112C		tagged	visualized	1360	cytoplasm	
YMR125W	STO1	tagged	visualized	11300	nucleus	
YOR014W	RTS1	tagged	visualized	300	cytoplasm,nucleus	
YER089C	PTC2	tagged	visualized	12600	cytoplasm,nucleus	
YMR108W	ILV2	tagged	visualized	31900	mitochondrion	
YGL229C	SAP4	tagged	visualized	279	cytoplasm	
YML063W	RPS1B	tagged	visualized	107000	cytoplasm	
YGR208W	SER2	tagged	visualized	13800	cytoplasm,nucleus	
YKL060C	FBA1	tagged	visualized	1020000	cytoplasm	
YPL069C	BTS1	tagged	visualized	2840	mitochondrion	
YHR067W	RMD12	tagged	visualized	799	mitochondrion	
YLR100W	ERG27	tagged	visualized	low signal	lipid particle	
YLR127C	APC2	tagged	visualized	432	cytoplasm,nucleus	
YDL097C	RPN6	tagged	visualized	16800	cytoplasm,nucleus	
YMR014W	BUD22	tagged	visualized	3250	nucleolus	
YHR204W	MNL1	tagged	visualized	656	cytoplasm	
YBR042C		tagged	visualized	2010	lipid particle	
YGL059W		tagged	visualized	450	mitochondrion	
YLR011W	LOT6	tagged	visualized	1270	cytoplasm,nucleus	
YLR262C-A		tagged	visualized	3100	cytoplasm,nucleus	
YGL210W	YPT32	tagged	visualized	4300	cytoplasm,nucleus	
YMR224C	MRE11	tagged	visualized	432	cytoplasm,nucleus	
YOR361C	PRT1	tagged	visualized	47500	cytoplasm	
YCR069W	CPR4	tagged	visualized	low signal	vacuole	
YBR016W		tagged	visualized	1760	cell periphery	
YPR033C	HTS1	tagged	visualized	26800	cytoplasm	
YEL003W	GIM4	tagged	visualized	1660	cytoplasm	
YLR018C	POM34	tagged	visualized	not visualized	nuclear periphery	
YDR532C	KRE28	tagged	visualized	377	ambiguous,spindle pole	
YLR192C	HCR1	tagged	visualized	17900	cytoplasm	
YJR097W		tagged	visualized	2010	cytoplasm,nucleus	
YGL025C	PGD1	tagged	visualized	556	nucleus	
YJL034W	KAR2	tagged	visualized	337000	ambiguous	
YBL018C	POP8	tagged	visualized	4870	nucleus	
YHR121W		tagged	visualized	8320	cytoplasm,nucleus	
YPR013C		tagged	visualized	195	ambiguous	
YKL119C	VPH2	tagged	visualized	2030	ER	
YHL013C		tagged	visualized	172	cytoplasm	
YDR081C	PDC2	tagged	visualized	572	nucleus	
YLR277C	YSH1	tagged	visualized	17400	nucleus	
YPL084W	BRO1	tagged	visualized	10200	cytoplasm,endosome	
YDL160C	DHH1	tagged	visualized	42900	cytoplasm	
YGL187C	COX4	tagged	visualized	9410	mitochondrion	
YIR009W	MSL1	tagged	visualized	504	cytoplasm,nucleus	
YER129W	PAK1	tagged	visualized	752	cytoplasm	
YMR300C	ADE4	tagged	visualized	18700	cytoplasm	
YOR087W	YVC1	tagged	visualized	1310	ER,cytoplasm	
YMR243C	ZRC1	tagged	visualized	8200	vacuolar membrane	
YMR287C	MSU1	tagged	visualized	1070	mitochondrion	
YPL078C	ATP4	tagged	visualized	12900	mitochondrion	
YLR240W	VPS34	tagged	visualized	1080	endosome	
YGL035C	MIG1	tagged	visualized	830	cytoplasm,nucleus	
YLR237W	THI7	tagged	visualized	3120	cell periphery,vacuole	
YDR041W	RSM10	tagged	visualized	8480	mitochondrion	
YML115C	VAN1	tagged	visualized	4750	vacuole,Golgi	
YNL229C	URE2	tagged	visualized	7060	cytoplasm	
YDR291W		tagged	visualized	259	nucleus	
YKR088C	TVP38	tagged	visualized	11300	punctate composite,endosome,early Golgi,late Golgi	
YPL241C	CIN2	tagged	visualized	1630	ambiguous	
YBR003W	COQ1	tagged	visualized	1560	mitochondrion	
YOR064C	YNG1	tagged	visualized	861	nucleus	
YBR195C	MSI1	tagged	visualized	149	cytoplasm,nucleus	
YLR142W	PUT1	tagged	visualized	184	mitochondrion	
YEL053C	MAK10	tagged	visualized	1970	cytoplasm	
YKL029C	MAE1	tagged	visualized	10500	mitochondrion	
YLR107W	REX3	tagged	visualized	low signal	cytoplasm,nucleus	
YOR077W	RTS2	tagged	visualized	4590	cytoplasm,nucleus	
YGL056C	SDS23	tagged	visualized	21200	cytoplasm,nucleus	
YOR215C		tagged	visualized	2870	mitochondrion	
YLR452C	SST2	tagged	visualized	5980	cytoplasm	
YOR113W	AZF1	tagged	visualized	556	nucleus	
YIR006C	PAN1	tagged	visualized	technical problem	punctate composite	
YLR176C	RFX1	tagged	visualized	377	nucleus	
YJL153C	INO1	tagged	visualized	low signal	cytoplasm	
YCR002C	CDC10	tagged	visualized	14100	bud neck,cell periphery	
YLR196W	PWP1	tagged	visualized	43800	cytoplasm,nucleolus,nucleus	
YDR026C		tagged	visualized	432	nucleolus	
YDR382W	RPP2B	tagged	visualized	602000	cytoplasm	
YDR014W	RAD61	tagged	visualized	721	nucleus	
YMR093W	UTP15	tagged	visualized	358	nucleolus,nucleus	
YNR031C	SSK2	tagged	visualized	217	cytoplasm	
YLL054C		tagged	visualized	339	cytoplasm	
YMR042W	ARG80	tagged	visualized	not visualized	nucleus	
YBR225W		tagged	visualized	623	ambiguous	
YGL126W	SCS3	tagged	visualized	538	ER	
YJR129C		tagged	visualized	1550	cytoplasm	
YPR035W	GLN1	tagged	visualized	346000	cytoplasm	
YHR061C	GIC1	tagged	visualized	1100	cytoplasm,nucleus	
YDR098C	GRX3	tagged	visualized	11000	cytoplasm,nucleus	
YOR272W	YTM1	tagged	visualized	6670	nucleolus,nucleus	
YJR069C	HAM1	tagged	visualized	3490	cytoplasm,nucleus	
YGR282C	BGL2	tagged	visualized	45000	vacuole	
YPL177C	CUP9	tagged	visualized	521	cytoplasm,nucleus	
YGL244W	RTF1	tagged	visualized	6510	nucleus	
YNL272C	SEC2	tagged	visualized	13200	ambiguous,bud neck,cytoplasm,bud	
YPR132W	RPS23B	tagged	visualized	3340	cytoplasm	
YKL086W		tagged	visualized	538	cytoplasm,nucleus	
YHR165C	PRP8	tagged	visualized	468	cytoplasm,nucleus	
YKL211C	TRP3	tagged	visualized	13400	cytoplasm	
YOR209C	NPT1	tagged	visualized	32100	cytoplasm,nucleus	
YMR159C	APG16	tagged	visualized	573	ambiguous	
YGR124W	ASN2	tagged	visualized	58200	cytoplasm	
YDR319C		tagged	visualized	low signal	ambiguous	
YOR185C	GSP2	tagged	visualized	2460	cytoplasm,nucleus	
YPL250C	ICY2	tagged	visualized	450	ambiguous	
YLR149C		tagged	visualized	low signal	ambiguous	
YMR070W	MOT3	tagged	visualized	1690	nucleus	
YDR180W	SCC2	tagged	visualized	3310	nucleus	
YMR038C	LYS7	tagged	visualized	12000	cytoplasm,nucleus	
YBL061C	SKT5	tagged	visualized	2580	bud neck,cytoplasm,nucleus	
YPR127W		tagged	visualized	2190	cytoplasm,nucleus	
YMR273C	ZDS1	tagged	visualized	279	cytoplasm	
YJL157C	FAR1	tagged	visualized	238	nucleus	
YLR032W	RAD5	tagged	visualized	1520	cytoplasm,nucleus	
YPR091C		tagged	visualized	861	ER	
YMR220W	ERG8	tagged	visualized	79.7	cytoplasm,nucleus	
YNL022C		tagged	visualized	922	cytoplasm,nucleolus,nucleus	
YMR314W	PRE5	tagged	visualized	7210	cytoplasm,nucleus	
YNR001C	CIT1	tagged	visualized	not visualized	mitochondrion	
YGL255W	ZRT1	tagged	visualized	technical problem	ER	
YOR094W	ARF3	tagged	visualized	1240	cell periphery	
YGL216W	KIP3	tagged	visualized	736	microtubule	
YGR014W	MSB2	tagged	visualized	1320	vacuole	
YOL058W	ARG1	tagged	visualized	1870	cytoplasm	
YMR238W	DFG5	tagged	visualized	2950	ER	
YMR037C	MSN2	tagged	visualized	125	cytoplasm,nucleus	
YHR111W	UBA4	tagged	visualized	2620	cytoplasm	
YCR051W		tagged	visualized	784	cytoplasm,nucleus	
YPR056W	TFB4	tagged	visualized	4630	nucleus	
YLR064W		tagged	visualized	2240	ER	
YDL030W	PRP9	tagged	visualized	3920	nucleus	
YLR145W		tagged	visualized	556	cytoplasm,nucleus	
YNL090W	RHO2	tagged	visualized	3870	cytoplasm,nucleus	
YLR024C	UBR2	tagged	visualized	49.2	cytoplasm	
YNL271C	BNI1	tagged	visualized	166	bud neck,cytoplasm	
YDR003W		tagged	visualized	1230	cytoplasm,vacuole	
YNL104C	LEU4	tagged	visualized	6630	cytoplasm,mitochondrion	
YDR318W	MCM21	tagged	visualized	952	nucleus,spindle pole	
YER166W	DNF1	tagged	visualized	low signal	late Golgi	
YNL293W	MSB3	tagged	visualized	178	ambiguous	
YEL012W	UBC8	tagged	visualized	1590	cytoplasm,nucleus	
YPR186C	PZF1	tagged	visualized	1380	cytoplasm,nucleus	
YLR324W		tagged	visualized	4570	peroxisome	
YML121W	GTR1	tagged	visualized	907	vacuolar membrane	
YPR116W		tagged	visualized	2140	mitochondrion	
YCR028C-A	RIM1	tagged	visualized	3060	mitochondrion	
YDR110W	FOB1	tagged	visualized	1510	nucleolus	
YBR125C	PTC4	tagged	visualized	149	cytoplasm	
YOL089C	HAL9	tagged	visualized	238	cytoplasm,nucleus	
YGR003W	CUL3	tagged	visualized	172	cytoplasm,nucleus	
YPL206C		tagged	visualized	3270	punctate composite	
YMR030W		tagged	visualized	not visualized	cytoplasm,nucleus	
YEL043W		tagged	visualized	149	ER	
YNR047W		tagged	visualized	752	cytoplasm	
YLL006W	MMM1	tagged	visualized	2490	mitochondrion,punctate composite	
YPL097W	MSY1	tagged	visualized	996	mitochondrion	
YNL031C	HHT2	tagged	visualized	248000	ambiguous	
YOR352W		tagged	visualized	3510	cytoplasm,nucleus	
YJL062W-A		tagged	visualized	2530	mitochondrion	
YGR177C	ATF2	tagged	visualized	3000	ER	
YPR065W	ROX1	tagged	visualized	238	nucleus	
YJL209W	CBP1	tagged	visualized	2180	mitochondrion	
YER111C	SWI4	tagged	visualized	589	cytoplasm,nucleus	
YNR051C	BRE5	tagged	visualized	11700	cytoplasm	
YHR101C	BIG1	tagged	visualized	3460	ER	
YKR092C	SRP40	tagged	visualized	12900	nucleolus	
YML129C	COX14	tagged	visualized	6840	mitochondrion	
YAL060W	BDH1	tagged	visualized	8730	cytoplasm	
YPR168W	NUT2	tagged	visualized	1470	cytoplasm,nucleus	
YGL225W	VRG4	tagged	visualized	31900	punctate composite,Golgi,early Golgi	
YPL070W	MUK1	tagged	visualized	not visualized	cytoplasm	
YNL212W	VID27	tagged	visualized	3500	cytoplasm	
YAL014C	SYN8	tagged	visualized	not visualized	cytoplasm,nucleus	
YLR457C	NBP1	tagged	visualized	339	spindle pole	
YJR006W	HYS2	tagged	visualized	626	nucleus	
YDR395W	SXM1	tagged	visualized	16300	cytoplasm,nucleus	
YGR026W		tagged	visualized	technical problem	cell periphery	
YGR272C		tagged	visualized	not visualized	cytoplasm,nucleus	
YNL085W	MKT1	tagged	visualized	3430	cytoplasm,punctate composite	
YOR182C	RPS30B	tagged	visualized	18500	cytoplasm	
YPR098C		tagged	visualized	752	mitochondrion	
YDR210W		tagged	visualized	13100	cell periphery	
YBR171W	SEC66	tagged	visualized	7820	ER	
YBR023C	CHS3	tagged	visualized	1510	late Golgi	
YNL036W	NCE103	tagged	visualized	2330	cytoplasm,nucleus	
YLR433C	CNA1	tagged	visualized	7040	ambiguous	
YNL142W	MEP2	tagged	visualized	technical problem	cell periphery	
YNL055C	POR1	tagged	visualized	technical problem	cytoplasm,mitochondrion	
YOL038W	PRE6	tagged	visualized	16800	cytoplasm,nucleus	
YGR046W		tagged	visualized	195	mitochondrion	
YJL084C		tagged	visualized	49.2	cytoplasm	
YPL269W	KAR9	tagged	visualized	656	ambiguous,spindle pole	
YML014W	TRM9	tagged	visualized	2360	cytoplasm	
YIL140W	AXL2	tagged	visualized	396	ambiguous,bud neck,cell periphery,vacuole,bud	
YGL223C	COG1	tagged	visualized	2190	early Golgi	
YKR096W		tagged	visualized	195	cytoplasm,nucleus	
YKL215C		tagged	visualized	3180	cytoplasm	
YBR152W	SPP381	tagged	visualized	2510	nucleus	
YBR256C	RIB5	tagged	visualized	7300	ambiguous	
YKL058W	TOA2	tagged	visualized	3910	nucleus	
YGL026C	TRP5	tagged	visualized	15500	cytoplasm,nucleus	
YMR022W	QRI8	tagged	visualized	2100	ER	
YLR347C	KAP95	tagged	visualized	51700	cytoplasm,nuclear periphery,punctate composite	
YGR080W	TWF1	tagged	visualized	1470	actin	
YHR038W	RRF1	tagged	visualized	1440	mitochondrion	
YMR289W	ABZ2	tagged	visualized	768	cytoplasm	
YJL154C	VPS35	tagged	visualized	2360	vacuolar membrane,endosome	
YLR295C	ATP14	tagged	visualized	6140	mitochondrion	
YER152C		tagged	visualized	1390	cytoplasm,nucleus	
YBR286W	APE3	tagged	visualized	4740	ambiguous	
YIL131C	FKH1	tagged	visualized	1720	nucleus	
YHR039C-A	VMA10	tagged	visualized	2280	vacuolar membrane	
YIL084C	SDS3	tagged	visualized	105	nucleus	
YOL150C		tagged	visualized	not visualized	mitochondrion	
