yORF	gene name	GFP tagged?	GFP visualized?	abundance	localization summary	
YJR017C	ESS1	tagged	visualized	4400	cytoplasm,nucleus	
YNL146W		tagged	visualized	not visualized	ER	
YGL178W	MPT5	tagged	visualized	1240	cytoplasm	
YLR005W	SSL1	tagged	visualized	2340	nucleus	
YKL055C	OAR1	tagged	visualized	1760	mitochondrion	
YDL190C	UFD2	tagged	visualized	2600	cytoplasm,nucleus	
YDR463W	STP1	tagged	visualized	1310	nucleus	
YMR117C	SPC24	tagged	visualized	1750	spindle pole	
YLR367W	RPS22B	tagged	visualized	19700	nucleolus	
YOR176W	HEM15	tagged	visualized	22700	mitochondrion	
YKL059C	MPE1	tagged	visualized	1130	nucleus	
YDL065C	PEX19	tagged	visualized	5350	cytoplasm	
YLR370C	ARC18	tagged	visualized	1920	actin	
YOR059C		tagged	visualized	1210	ambiguous	
YER145C	FTR1	tagged	visualized	8370	cell periphery	
YBR169C	SSE2	tagged	visualized	6300	cytoplasm	
YBR114W	RAD16	tagged	visualized	358	cytoplasm,nucleus	
YBR212W	NGR1	tagged	visualized	1540	cytoplasm	
YMR260C	TIF11	tagged	visualized	35100	cytoplasm	
YIL004C	BET1	tagged	visualized	low signal	ambiguous	
YLR061W	RPL22A	tagged	visualized	60400	cytoplasm	
YMR234W	RNH1	tagged	visualized	149	cytoplasm,nucleus	
YGR191W	HIP1	tagged	visualized	688	ER,cell periphery,vacuole,bud	
YKL001C	MET14	tagged	visualized	2170	cytoplasm	
YMR137C	PSO2	tagged	visualized	259	cytoplasm,nucleus	
YJR101W	RSM26	tagged	visualized	2060	mitochondrion	
YOR264W	DSE3	tagged	visualized	922	bud neck	
YLR190W	MMR1	tagged	visualized	1070	ambiguous	
YKR083C	DAD2	tagged	visualized	279	spindle pole	
YBR123C	TFC1	tagged	visualized	15800	nucleus	
YHR097C		tagged	visualized	technical problem	cytoplasm,nucleus	
YBR258C	SHG1	tagged	visualized	1520	nucleus	
YIL096C		tagged	visualized	2960	nucleolus,nucleus	
YMR055C	BUB2	tagged	visualized	not visualized	spindle pole	
YNR061C		tagged	visualized	339	vacuole	
YHR158C	KEL1	tagged	visualized	1350	ambiguous,bud neck,cell periphery,bud	
YNR009W		tagged	visualized	2880	cytoplasm,nucleus	
YGR150C		tagged	visualized	876	mitochondrion	
YBR017C	KAP104	tagged	visualized	2130	cytoplasm,nucleus	
YGL108C		tagged	visualized	2430	cell periphery	
YIL151C		tagged	visualized	504	ambiguous	
YPR188C	MLC2	tagged	visualized	1130	bud neck	
YBR290W	BSD2	tagged	visualized	3070	ER,vacuole	
YOR174W	MED4	tagged	visualized	1620	nucleus	
YDR529C	QCR7	tagged	visualized	10100	mitochondrion	
YKL018C-A		tagged	visualized	358	cytoplasm	
YHR202W		tagged	visualized	not visualized	vacuole	
YML060W	OGG1	tagged	visualized	3690	nucleus	
YMR188C	MRPS17	tagged	visualized	2810	mitochondrion	
YOR130C	ORT1	tagged	visualized	432	mitochondrion	
YMR184W		tagged	visualized	1270	cytoplasm	
YOR342C		tagged	visualized	1360	cytoplasm,nucleus	
YGL092W	NUP145	tagged	visualized	4630	nuclear periphery	
YBL017C	PEP1	tagged	visualized	7210	punctate composite,endosome	
YDR178W	SDH4	tagged	visualized	7920	mitochondrion	
YLR250W	SSP120	tagged	visualized	6900	punctate composite,Golgi,early Golgi	
YDR229W	IVY1	tagged	visualized	2840	vacuolar membrane	
YOR236W	DFR1	tagged	visualized	1080	cytoplasm,mitochondrion	
YGR151C		tagged	visualized	not visualized	cytoplasm,nucleus	
YMR075W	RCO1	tagged	visualized	486	nucleus	
YOR360C	PDE2	tagged	visualized	6510	cytoplasm,nucleus	
YBR104W	YMC2	tagged	visualized	1050	mitochondrion	
YML108W		tagged	visualized	2610	cytoplasm,nucleus	
YLR363W-A		tagged	visualized	6650	nucleus	
YAL029C	MYO4	tagged	visualized	2210	ambiguous,bud neck,cytoplasm,cell periphery,bud	
YOR046C	DBP5	tagged	visualized	14900	nuclear periphery	
YDR034W-B		tagged	visualized	861	cell periphery	
YAL016W	TPD3	tagged	visualized	16900	cytoplasm,nucleus	
YGR178C	PBP1	tagged	visualized	2870	cytoplasm,nucleus	
YOR173W	DCS2	tagged	visualized	1810	cytoplasm	
YDL248W	COS7	tagged	visualized	not visualized	ambiguous	
YCR016W		tagged	visualized	1850	nucleolus,nucleus	
YGL076C	RPL7A	tagged	visualized	101000	cytoplasm	
YMR102C		tagged	visualized	538	ambiguous	
YDR088C	SLU7	tagged	visualized	1490	nucleus	
YMR114C		tagged	visualized	low signal	cytoplasm,nucleus	
YPL020C	ULP1	tagged	visualized	377	nuclear periphery	
YAL002W	VPS8	tagged	visualized	736	endosome	
YDR170W-A		tagged	visualized	2910	punctate composite	
YLR043C	TRX1	tagged	visualized	8580	cytoplasm,nucleus	
YMR267W	PPA2	tagged	visualized	195	mitochondrion	
YDR424C	DYN2	tagged	visualized	1310	ER	
YGL238W	CSE1	tagged	visualized	23500	cytoplasm,nucleus	
YHL039W		tagged	visualized	5170	cytoplasm	
YBR122C	MRPL36	tagged	visualized	low signal	mitochondrion	
YDL223C	HBT1	tagged	visualized	not visualized	cytoplasm	
YBR150C	TBS1	tagged	visualized	573	cytoplasm,nucleus	
YDL003W	MCD1	tagged	visualized	1040	cytoplasm,nucleus	
YHR178W	STB5	tagged	visualized	279	cytoplasm,nucleus	
YHR018C	ARG4	tagged	visualized	10200	cytoplasm	
YOR251C		tagged	visualized	5770	cytoplasm	
YLR270W	DCS1	tagged	visualized	9920	cytoplasm,nucleus	
YNL325C	FIG4	tagged	visualized	339	ambiguous	
YNR056C	BIO5	tagged	visualized	not visualized	cell periphery	
YPL076W	GPI2	tagged	visualized	low signal	ER	
YOR045W	TOM6	tagged	visualized	not visualized	mitochondrion	
YPL138C	SPP1	tagged	visualized	1680	nucleus	
YDR298C	ATP5	tagged	visualized	32400	mitochondrion	
YOL107W		tagged	visualized	1630	Golgi,early Golgi	
YOL138C		tagged	visualized	606	vacuole	
YOR188W	MSB1	tagged	visualized	172	bud neck,cytoplasm	
YBR151W	APD1	tagged	visualized	2000	cytoplasm,nucleus	
YEL025C	SRI1	tagged	visualized	not visualized	cytoplasm,nucleus	
YGL254W	FZF1	tagged	visualized	2120	cytoplasm,nucleus	
YPR019W	CDC54	tagged	visualized	8800	cytoplasm,nucleus	
YDR350C	TCM10	tagged	visualized	not visualized	ambiguous	
YGR104C	SRB5	tagged	visualized	1010	nucleus	
YJL122W		tagged	visualized	4780	nucleus	
YLL029W		tagged	visualized	3240	cytoplasm	
YBR242W		tagged	visualized	2730	cytoplasm,nucleus	
YOL006C	TOP1	tagged	visualized	2970	nucleolus,nucleus	
YDR404C	RPB7	tagged	visualized	6420	nucleus	
YBL002W	HTB2	tagged	visualized	443000	nucleus	
YOR199W		tagged	visualized	low signal	cytoplasm	
YJL081C	ARP4	tagged	visualized	1070	nucleus	
YHR059W	FYV4	tagged	visualized	2630	mitochondrion	
YJL176C	SWI3	tagged	visualized	3150	nucleus	
YCL027W	FUS1	tagged	visualized	not visualized	vacuole	
YIL053W	RHR2	tagged	visualized	193000	ambiguous,cytoplasm,nucleus	
YJL140W	RPB4	tagged	visualized	not visualized	nucleus	
YLR424W		tagged	visualized	556	cytoplasm,nucleus	
YJR010W	MET3	tagged	visualized	1510	cytoplasm	
YKL212W	SAC1	tagged	visualized	48000	ER,vacuole	
YGR244C	LSC2	tagged	visualized	not visualized	mitochondrion	
YBR162C	TOS1	tagged	visualized	12300	vacuole	
YBL060W		tagged	visualized	low signal	bud neck,cytoplasm	
YPL210C	SRP72	tagged	visualized	11800	ER	
YJL091C	GWT1	tagged	visualized	low signal	ER	
YOL070C		tagged	visualized	1620	bud neck,cytoplasm,cell periphery	
YFR013W	IOC3	tagged	visualized	1770	nucleus	
YMR200W	ROT1	tagged	visualized	2360	ER	
YGL252C	RTG2	tagged	visualized	3260	cytoplasm	
YER019C-A	SBH2	tagged	visualized	414	ER	
YER172C	BRR2	tagged	visualized	1440	cytoplasm,nucleus	
YNL310C		tagged	visualized	1520	mitochondrion	
YGR123C	PPT1	tagged	visualized	6990	cytoplasm	
YBR168W		tagged	visualized	technical problem	ambiguous	
YMR026C	PEX12	tagged	visualized	907	peroxisome	
YGL065C	ALG2	tagged	visualized	1840	ER	
YHR162W		tagged	visualized	3410	mitochondrion	
YPL162C		tagged	visualized	1440	vacuolar membrane	
YML112W	CTK3	tagged	visualized	2640	cytoplasm,nucleus	
YPL211W	NIP7	tagged	visualized	5170	nucleolus,nucleus	
YNL097C	PHO23	tagged	visualized	3250	nucleus	
YCL005W		tagged	visualized	149	lipid particle	
YOL031C	SIL1	tagged	visualized	2420	ambiguous	
YFR051C	RET2	tagged	visualized	18000	Golgi,early Golgi	
YOR085W	OST3	tagged	visualized	4030	ambiguous	
YIL128W	MET18	tagged	visualized	3150	cytoplasm	
YGR126W		tagged	visualized	not visualized	cytoplasm,nucleus	
YIR024C	GIF1	tagged	visualized	589	mitochondrion	
YKL139W	CTK1	tagged	visualized	125	cytoplasm,nucleus	
YHR040W	BCD1	tagged	visualized	2800	cytoplasm,nucleus	
YDL144C		tagged	visualized	5170	cytoplasm,nucleus	
YJL104W	MIA1	tagged	visualized	3180	mitochondrion	
YHR074W	QNS1	tagged	visualized	172	cytoplasm,nucleus	
YPL207W		tagged	visualized	5410	ER	
YCR037C	PHO87	tagged	visualized	504	ambiguous	
YDR372C	VPS74	tagged	visualized	1850	cytoplasm,nucleus	
YER156C		tagged	visualized	6080	cytoplasm,nucleus	
YAL015C	NTG1	tagged	visualized	technical problem	cytoplasm,nucleus	
YGR085C	RPL11B	tagged	visualized	21200	cytoplasm	
YGL112C	TAF6	tagged	visualized	6510	nucleus	
YEL059C-A	SOM1	tagged	visualized	358	cytoplasm	
YIR036C		tagged	visualized	1620	cytoplasm	
YDR337W	MRPS28	tagged	visualized	6960	mitochondrion	
YMR178W		tagged	visualized	3890	cytoplasm,nucleus	
YOR044W		tagged	visualized	4280	ER	
YBR221C	PDB1	tagged	visualized	9970	mitochondrion	
YGR263C		tagged	visualized	technical problem	ER	
YGL091C	NBP35	tagged	visualized	not visualized	cytoplasm,nucleus	
YLR330W	CHS5	tagged	visualized	172	late Golgi	
YBL057C	PTH2	tagged	visualized	2190	mitochondrion	
YMR199W	CLN1	tagged	visualized	319	cytoplasm,nucleus	
YKR087C		tagged	visualized	technical problem	mitochondrion	
YPL208W		tagged	visualized	4800	cytoplasm,nucleus	
YLR036C		tagged	visualized	967	ambiguous	
YOL081W	IRA2	tagged	visualized	technical problem	cytoplasm	
YGR222W	PET54	tagged	visualized	799	mitochondrion	
YNL186W	UBP10	tagged	visualized	low signal	cytoplasm,nucleus	
YPL072W	UBP16	tagged	visualized	450	mitochondrion	
YGR041W	BUD9	tagged	visualized	952	ambiguous,bud neck,bud	
YML051W	GAL80	tagged	visualized	784	cytoplasm,nucleus	
YIR002C	MPH1	tagged	visualized	not visualized	cytoplasm,nucleus	
YOR017W	PET127	tagged	visualized	1730	mitochondrion	
YGL200C	EMP24	tagged	visualized	26800	punctate composite	
YNL267W	PIK1	tagged	visualized	1600	cytoplasm	
YDR161W	TCI1	tagged	visualized	1630	cytoplasm,nucleus	
YFR049W	YMR31	tagged	visualized	2050	mitochondrion	
YDL170W	UGA3	tagged	visualized	1200	nucleus	
YOL067C	RTG1	tagged	visualized	2190	cytoplasm,nucleus	
YOR184W	SER1	tagged	visualized	15900	cytoplasm	
YER014W	HEM14	tagged	visualized	5350	mitochondrion	
YIL020C	HIS6	tagged	visualized	6490	cytoplasm,nucleus	
YOR151C	RPB2	tagged	visualized	18700	cytoplasm,nucleus	
YMR168C	CEP3	tagged	visualized	1900	microtubule	
YIL137C		tagged	visualized	5110	cytoplasm	
YER123W	YCK3	tagged	visualized	1320	vacuole	
YDR170C	SEC7	tagged	visualized	3670	late Golgi	
YNL191W		tagged	visualized	7300	cytoplasm	
YBL079W	NUP170	tagged	visualized	1560	nuclear periphery	
YLR337C	VRP1	tagged	visualized	low signal	punctate composite,actin	
YIL033C	BCY1	tagged	visualized	4280	cytoplasm,nucleus	
YLL032C		tagged	visualized	922	cytoplasm	
YBR252W	DUT1	tagged	visualized	4340	cytoplasm,nucleus	
YDR257C	RMS1	tagged	visualized	4010	nucleus	
YOR295W	UAF30	tagged	visualized	639	nucleolus	
YER001W	MNN1	tagged	visualized	1780	vacuole	
YGR019W	UGA1	tagged	visualized	573	cytoplasm	
YPL055C	LGE1	tagged	visualized	2060	nucleus	
YGR065C	VHT1	tagged	visualized	low signal	cell periphery,bud	
YMR313C	TGL3	tagged	visualized	3210	punctate composite,lipid particle	
YHL003C	LAG1	tagged	visualized	technical problem	ER	
YGL253W	HXK2	tagged	visualized	114000	cytoplasm	
YJR082C	EAF6	tagged	visualized	504	nucleus	
YNL304W	YPT11	tagged	visualized	2850	cytoplasm	
YKL190W	CNB1	tagged	visualized	low signal	cytoplasm	
YHR194W	MDM31	tagged	visualized	1200	nucleus	
YJL001W	PRE3	tagged	visualized	7250	nucleus	
YIL021W	RPB3	tagged	visualized	10000	nucleus	
YLR056W	ERG3	tagged	visualized	36200	ER	
YKL110C	KTI12	tagged	visualized	5260	cytoplasm	
YJR127C	ZMS1	tagged	visualized	technical problem	nucleus	
YHL014C	YLF2	tagged	visualized	2360	mitochondrion	
YLR346C		tagged	visualized	low signal	mitochondrion	
YDR461W	MFA1	tagged	visualized	28900	cytoplasm,nucleus	
YGL053W	PRM8	tagged	visualized	1250	ambiguous	
YIL125W	KGD1	tagged	visualized	14300	mitochondrion	
YDL002C	NHP10	tagged	visualized	1760	nucleus	
YFL033C	RIM15	tagged	visualized	low signal	cytoplasm	
YGL095C	VPS45	tagged	visualized	5660	early Golgi,late Golgi	
YOR284W	HUA2	tagged	visualized	1360	punctate composite	
YDR027C	LUV1	tagged	visualized	2540	punctate composite,early Golgi	
YOR371C	GPB1	tagged	visualized	1640	cytoplasm	
YGL058W	RAD6	tagged	visualized	2770	cytoplasm,nucleus	
YHR004C	NEM1	tagged	visualized	377	punctate composite	
YFL013C	IES1	tagged	visualized	1390	nucleus	
YJL168C	SET2	tagged	visualized	217	nucleus	
YPL063W	TIM50	tagged	visualized	2400	mitochondrion	
YOR065W	CYT1	tagged	visualized	39900	mitochondrion	
YHR108W	GGA2	tagged	visualized	2270	late Golgi	
YLL013C	PUF3	tagged	visualized	846	cytoplasm	
YIL040W	APQ12	tagged	visualized	low signal	ER	
YOL030W	GAS5	tagged	visualized	11700	ER,nucleus	
YER163C		tagged	visualized	1300	cytoplasm,nucleus	
YHR102W	KIC1	tagged	visualized	1040	cytoplasm	
YHR120W	MSH1	tagged	visualized	1670	mitochondrion	
YNL155W		tagged	visualized	4280	cytoplasm,nucleus	
YHR047C	AAP1'	tagged	visualized	77000	cytoplasm,nucleus	
YKL112W	ABF1	tagged	visualized	4820	nucleus	
YBL019W	APN2	tagged	visualized	414	cytoplasm,nucleus	
YDR097C	MSH6	tagged	visualized	5330	nucleus	
YGL166W	CUP2	tagged	visualized	1760	cytoplasm,nucleus	
YOR162C	YRR1	tagged	visualized	not visualized	cytoplasm,nucleus	
YOR086C		tagged	visualized	6140	cell periphery	
YML037C		tagged	visualized	815	late Golgi	
YGR210C		tagged	visualized	11600	cytoplasm	
YDR305C	HNT2	tagged	visualized	1920	cytoplasm,mitochondrion,nucleus	
YPR111W	DBF20	tagged	visualized	3320	cytoplasm	
YJL158C	CIS3	tagged	visualized	12500	vacuole	
YPL109C		tagged	visualized	2470	mitochondrion	
YHR053C	CUP1-1	tagged	visualized	31900	cytoplasm	
YOR319W	HSH49	tagged	visualized	1240	nucleus	
YBR260C	RGD1	tagged	visualized	1500	ambiguous,bud neck,cytoplasm,bud	
YKR008W	RSC4	tagged	visualized	8570	nucleus	
YPR114W		tagged	visualized	1920	ER	
YLR042C		tagged	visualized	not visualized	ER	
YEL063C	CAN1	tagged	visualized	technical problem	cell periphery,vacuole	
YGL234W	ADE5,7	tagged	visualized	35800	cytoplasm	
YDR427W	RPN9	tagged	visualized	12400	nucleus	
YHL019C	APM2	tagged	visualized	2890	ambiguous,late Golgi	
YNL157W		tagged	visualized	low signal	cytoplasm,nucleus	
YFR027W	ECO1	tagged	visualized	not visualized	cytoplasm,nucleus	
YCR086W	CSM1	tagged	visualized	1920	nucleolus	
YNL194C		tagged	visualized	not visualized	cell periphery	
YLR326W		tagged	visualized	1520	ambiguous	
YDR517W	GRH1	tagged	visualized	2730	punctate composite	
YDL164C	CDC9	tagged	visualized	149	mitochondrion,nucleus	
YKL142W	MRP8	tagged	visualized	1550	cytoplasm	
YER090W	TRP2	tagged	visualized	6510	cytoplasm	
YBR241C		tagged	visualized	technical problem	vacuolar membrane	
YER021W	RPN3	tagged	visualized	16700	cytoplasm,nucleus	
YOR205C		tagged	visualized	937	mitochondrion	
YLR060W	FRS1	tagged	visualized	5440	cytoplasm	
YKR067W	GPT2	tagged	visualized	3100	ER	
YLL010C	PSR1	tagged	visualized	5620	cell periphery	
YFR001W	LOC1	tagged	visualized	3650	nucleolus,nucleus	
YOR230W	WTM1	tagged	visualized	7750	nucleus	
YOR160W	MTR10	tagged	visualized	6340	cytoplasm,nucleus	
YOL019W	TOS7	tagged	visualized	technical problem	cell periphery,vacuole	
YPR171W	BSP1	tagged	visualized	704	actin	
YBR156C	SLI15	tagged	visualized	319	nucleus,microtubule	
YOR133W	EFT1	tagged	visualized	82700	cytoplasm	
YER113C		tagged	visualized	low signal	Golgi,early Golgi	
YLR259C	HSP60	tagged	visualized	not visualized	mitochondrion	
YNL230C	ELA1	tagged	visualized	815	nucleus	
YHL038C	CBP2	tagged	visualized	1360	mitochondrion	
YPR189W	SKI3	tagged	visualized	11900	cytoplasm	
YFL025C	BST1	tagged	visualized	technical problem	ER	
YDR040C	ENA1	tagged	visualized	688	cell periphery	
YGR147C	NAT2	tagged	visualized	1240	mitochondrion	
YNL256W	FOL1	tagged	visualized	4590	cytoplasm,mitochondrion	
YMR003W		tagged	visualized	2820	mitochondrion	
YOR330C	MIP1	tagged	visualized	377	mitochondrion	
YBR187W		tagged	visualized	2170	vacuole	
YOR092W	ECM3	tagged	visualized	low signal	ER	
YER164W	CHD1	tagged	visualized	1620	nucleus	
YGL111W	NSA1	tagged	visualized	2740	nucleolus,nucleus	
YER072W	VTC1	tagged	visualized	12100	ER	
YBL075C	SSA3	tagged	visualized	6440	cytoplasm	
YIR038C	GTT1	tagged	visualized	technical problem	ambiguous	
YIL070C	MAM33	tagged	visualized	4910	mitochondrion	
YNL158W		tagged	visualized	6940	nuclear periphery	
YIL030C	SSM4	tagged	visualized	technical problem	ER	
YDL126C	CDC48	tagged	visualized	78400	cytoplasm,nucleus	
YMR173W	DDR48	tagged	visualized	low signal	cytoplasm	
YKL068W	NUP100	tagged	visualized	358	nuclear periphery	
YOL011W	PLB3	tagged	visualized	low signal	vacuole	
YPR046W	MCM16	tagged	visualized	279	nucleus	
YJR109C	CPA2	tagged	visualized	18000	cytoplasm	
YOR150W	MRPL23	tagged	visualized	6730	mitochondrion	
YDL027C		tagged	visualized	450	mitochondrion	
YMR222C	FSH2	tagged	visualized	1070	cytoplasm	
YNL197C	WHI3	tagged	visualized	5730	cytoplasm	
YPL066W		tagged	visualized	396	bud neck,cytoplasm	
YDL192W	ARF1	tagged	visualized	19300	punctate composite,early Golgi,late Golgi	
YBR264C	YPT10	tagged	visualized	1360	cytoplasm	
YOL154W	ZPS1	tagged	visualized	not visualized	vacuole	
YHR137W	ARO9	tagged	visualized	7700	cytoplasm,nucleus	
YHR133C	YIG1	tagged	visualized	1900	nuclear periphery	
YGL017W	ATE1	tagged	visualized	2030	cytoplasm	
YDR384C	ATO3	tagged	visualized	technical problem	cell periphery,vacuole	
YOL022C		tagged	visualized	125	cytoplasm	
YHR012W	VPS29	tagged	visualized	259	ambiguous	
YEL011W	GLC3	tagged	visualized	1230	cytoplasm,nucleus,punctate composite	
YIL008W	URM1	tagged	visualized	1240	cytoplasm,nucleus	
YDR312W	SSF2	tagged	visualized	1350	nucleolus,nucleus	
YHR031C	RRM3	tagged	visualized	656	cytoplasm,nucleus	
YNL138W	SRV2	tagged	visualized	8760	actin	
YML126C	ERG13	tagged	visualized	34800	nucleus	
YLR075W	RPL10	tagged	visualized	not visualized	cytoplasm	
YLR017W	MEU1	tagged	visualized	4820	cytoplasm,nucleus	
YNL071W	LAT1	tagged	visualized	5440	mitochondrion	
YMR131C	RRB1	tagged	visualized	not visualized	nucleolus,nucleus	
YDR153C	ENT5	tagged	visualized	8100	late Golgi	
YBL086C		tagged	visualized	396	cell periphery	
YPL190C	NAB3	tagged	visualized	5830	nucleus	
YGL209W	MIG2	tagged	visualized	504	nucleus	
YLR082C	SRL2	tagged	visualized	538	cytoplasm,nucleus	
YMR157C		tagged	visualized	1710	mitochondrion	
YJR043C	POL32	tagged	visualized	2410	cytoplasm,nucleus	
YKL106W	AAT1	tagged	visualized	2910	mitochondrion	
YGR209C	TRX2	tagged	visualized	17200	cytoplasm,nucleus	
YBR281C		tagged	visualized	1940	cytoplasm,nucleus	
YNR007C	AUT1	tagged	visualized	3610	cytoplasm	
YLR055C	SPT8	tagged	visualized	8430	nucleus	
YPL019C	VTC3	tagged	visualized	2630	vacuole	
YKR024C	DBP7	tagged	visualized	1460	nucleolus,nucleus	
YEL054C	RPL12A	tagged	visualized	68500	cytoplasm	
YGL006W	PMC1	tagged	visualized	98.9	vacuolar membrane	
YDR391C		tagged	visualized	6020	cytoplasm,nucleus	
YMR182C	RGM1	tagged	visualized	1230	nucleus	
YDR437W		tagged	visualized	752	ER	
YNR046W		tagged	visualized	4800	cytoplasm,nucleus	
YDR498C	SEC20	tagged	visualized	4910	ER	
YDR483W	KRE2	tagged	visualized	13000	vacuole	
YNL316C	PHA2	tagged	visualized	2020	cytoplasm	
YDR449C	UTP6	tagged	visualized	7520	nucleolus	
YDR444W		tagged	visualized	2070	cytoplasm	
YLR408C		tagged	visualized	468	endosome	
YJL076W	NET1	tagged	visualized	1590	nucleolus	
YOR349W	CIN1	tagged	visualized	704	ambiguous	
YLR310C	CDC25	tagged	visualized	319	cytoplasm	
YDR062W	LCB2	tagged	visualized	54500	ER	
YPL271W	ATP15	tagged	visualized	4280	mitochondrion	
YOR034C	AKR2	tagged	visualized	815	ambiguous	
YIL044C	AGE2	tagged	visualized	5350	late Golgi	
YBR081C	SPT7	tagged	visualized	2360	nucleus	
YDR092W	UBC13	tagged	visualized	8970	cytoplasm	
YIL109C	SEC24	tagged	visualized	not visualized	ER to Golgi	
YCR092C	MSH3	tagged	visualized	736	cytoplasm,nucleus	
YKL149C	DBR1	tagged	visualized	1130	cytoplasm,nucleus	
YNR012W	URK1	tagged	visualized	low signal	cytoplasm,nucleus	
YJL085W	EXO70	tagged	visualized	4280	bud neck,cell periphery,bud	
YNL015W	PBI2	tagged	visualized	technical problem	cytoplasm,nucleus	
YJL068C		tagged	visualized	1750	cytoplasm	
YPL058C	PDR12	tagged	visualized	752	cell periphery	
YHR115C		tagged	visualized	2790	ambiguous	
YDR243C	PRP28	tagged	visualized	technical problem	cytoplasm,nucleus	
YML072C		tagged	visualized	4280	cell periphery	
YNL216W	RAP1	tagged	visualized	4390	nucleus	
YLL052C	AQY2	tagged	visualized	low signal	ER	
YDR139C	RUB1	tagged	visualized	1310	cytoplasm	
YDL128W	VCX1	tagged	visualized	7770	ER	
YLR193C		tagged	visualized	704	mitochondrion	
YHR110W	ERP5	tagged	visualized	low signal	ER	
YOL055C	THI20	tagged	visualized	195	ambiguous	
YFR017C		tagged	visualized	639	cytoplasm	
YHR069C	RRP4	tagged	visualized	4840	cytoplasm,nucleolus,nucleus	
YMR134W		tagged	visualized	2950	ER	
YJR054W		tagged	visualized	538	vacuole	
YIL041W	GVP36	tagged	visualized	7720	cytoplasm	
YFR015C	GSY1	tagged	visualized	6300	cytoplasm,punctate composite	
YDR021W	FAL1	tagged	visualized	3090	nucleolus,nucleus	
YPL011C	TAF3	tagged	visualized	3300	nucleus	
YDL171C	GLT1	tagged	visualized	18900	ambiguous	
YEL046C	GLY1	tagged	visualized	106000	cytoplasm,nucleus	
YDR183W	PLP1	tagged	visualized	2250	cytoplasm	
YGL047W		tagged	visualized	1950	ER	
YDR072C	IPT1	tagged	visualized	606	ambiguous	
YNL301C	RPL18B	tagged	visualized	63700	cytoplasm	
YIR018W	YAP5	tagged	visualized	238	cytoplasm,nucleus	
YBL045C	COR1	tagged	visualized	19300	mitochondrion	
YER083C	RMD7	tagged	visualized	not visualized	ER	
YGR243W		tagged	visualized	6750	mitochondrion	
YLL011W	SOF1	tagged	visualized	6620	nucleolus	
YGR204W	ADE3	tagged	visualized	35600	cytoplasm,nucleus	
YBL004W	UTP20	tagged	visualized	not visualized	cytoplasm,nucleolus	
YDR077W	SED1	tagged	visualized	1630	ER	
YDR239C		tagged	visualized	155	cytoplasm	
YKL043W	PHD1	tagged	visualized	1420	nucleus	
YDR487C	RIB3	tagged	visualized	5460	cytoplasm,nucleus	
YDL201W	TRM8	tagged	visualized	2630	nucleus	
YDL122W	UBP1	tagged	visualized	8970	cytoplasm	
YBL024W	NCL1	tagged	visualized	16100	nucleus	
YGR095C	RRP46	tagged	visualized	10800	cytoplasm,nucleolus,nucleus	
YOR143C	THI80	tagged	visualized	3320	cytoplasm	
YEL051W	VMA8	tagged	visualized	8500	vacuolar membrane	
YLR080W	EMP46	tagged	visualized	not visualized	vacuole	
YNR006W	VPS27	tagged	visualized	172	endosome	
YIL002C	INP51	tagged	visualized	98.9	cytoplasm	
YGL226W		tagged	visualized	1170	mitochondrion	
YJL005W	CYR1	tagged	visualized	low signal	ambiguous	
YIL158W		tagged	visualized	not visualized	vacuole	
YKL214C	YRA2	tagged	visualized	1310	cytoplasm,nucleus	
YGR015C		tagged	visualized	not visualized	mitochondrion	
YGR108W	CLB1	tagged	visualized	300	nucleus	
YGR274C	TAF1	tagged	visualized	1500	nucleus	
YPL064C	CWC27	tagged	visualized	2360	cytoplasm,nucleus	
YPL017C		tagged	visualized	6400	cytoplasm	
YNL292W	PUS4	tagged	visualized	3990	cytoplasm,nucleus	
YKR085C	MRPL20	tagged	visualized	358	mitochondrion	
YKL004W	AUR1	tagged	visualized	4170	early Golgi	
YOL013C	HRD1	tagged	visualized	2660	ER	
YDR430C	CYM1	tagged	visualized	6140	mitochondrion	
YGL206C	CHC1	tagged	visualized	28700	late Golgi	
YML030W		tagged	visualized	1210	mitochondrion	
YJL055W		tagged	visualized	6440	cytoplasm,nucleus	
YJR140C	HIR3	tagged	visualized	922	nucleus	
YOR144C	ELG1	tagged	visualized	low signal	cytoplasm,nucleus	
YMR299C		tagged	visualized	1170	cytoplasm,punctate composite	
YGL129C	RSM23	tagged	visualized	1300	mitochondrion	
YJR143C	PMT4	tagged	visualized	1270	ER	
YOR232W	MGE1	tagged	visualized	not visualized	cytoplasm	
YLR438W	CAR2	tagged	visualized	72000	cytoplasm,nucleus	
YLR222C	UTP13	tagged	visualized	8070	nucleolus	
YDR335W	MSN5	tagged	visualized	3500	cytoplasm,nuclear periphery,nucleus	
YJL004C	SYS1	tagged	visualized	238	early Golgi	
YJR139C	HOM6	tagged	visualized	48900	cytoplasm,nucleus	
YJL212C	OPT1	tagged	visualized	2870	ER	
YPR154W	PIN3	tagged	visualized	2190	cytoplasm,nucleus	
YBR010W	HHT1	tagged	visualized	213000	nucleus	
YHR055C	CUP1-2	tagged	visualized	6680	cytoplasm,nucleus	
YDR331W	GPI8	tagged	visualized	1560	ER	
YBR109C	CMD1	tagged	visualized	not visualized	bud neck,cell periphery,bud	
YML016C	PPZ1	tagged	visualized	217	cytoplasm,cell periphery	
