orfid	yORF	gene name	GFP tagged?	GFP visualized?	abundance	error	
2329	YOR173W	DCS2	tagged	visualized	1810	NA	
5838	YDL248W	COS7	tagged	visualized	not visualized	NA	
3150	YCR016W		tagged	visualized	1850	NA	
1439	YGL076C	RPL7A	tagged	visualized	101000	NA	
599	YMR102C		tagged	visualized	538	NA	
2423	YDR088C	SLU7	tagged	visualized	1490	252.0	
2529	YMR114C		tagged	visualized	low signal	NA	
1155	YPL020C	ULP1	tagged	visualized	377	NA	
5281	YAL002W	VPS8	tagged	visualized	736	NA	
2061	YDR170W-A		tagged	visualized	2910	NA	
6210	YLR043C	TRX1	tagged	visualized	8580	NA	
2982	YMR267W	PPA2	tagged	visualized	195	NA	
4271	YDR424C	DYN2	tagged	visualized	1310	NA	
5332	YGL238W	CSE1	tagged	visualized	23500	1700.0	
1285	YHL039W		tagged	visualized	5170	NA	
3908	YBR122C	MRPL36	tagged	visualized	low signal	NA	
330	YDL223C	HBT1	tagged	visualized	not visualized	NA	
281	YBR150C	TBS1	tagged	visualized	573	NA	
1374	YDL003W	MCD1	tagged	visualized	1040	106.0	
794	YHR178W	STB5	tagged	visualized	279	NA	
1910	YHR018C	ARG4	tagged	visualized	10200	NA	
3033	YOR251C		tagged	visualized	5770	NA	
2660	YLR270W	DCS1	tagged	visualized	9920	NA	
527	YNL325C	FIG4	tagged	visualized	339	NA	
5614	YNR056C	BIO5	tagged	visualized	not visualized	NA	
6014	YPL076W	GPI2	tagged	visualized	low signal	NA	
6226	YOR045W	TOM6	tagged	visualized	not visualized	NA	
2643	YPL138C	SPP1	tagged	visualized	1680	NA	
6105	YDR298C	ATP5	tagged	visualized	32400	NA	
5895	YOL107W		tagged	visualized	1630	NA	
143	YOL138C		tagged	visualized	606	NA	
241	YOR188W	MSB1	tagged	visualized	172	NA	
2928	YBR151W	APD1	tagged	visualized	2000	NA	
208	YEL025C	SRI1	tagged	visualized	not visualized	NA	
3066	YGL254W	FZF1	tagged	visualized	2120	NA	
444	YPR019W	CDC54	tagged	visualized	8800	1110.0	
1185	YDR350C	TCM10	tagged	visualized	not visualized	NA	
3005	YGR104C	SRB5	tagged	visualized	1010	NA	
4069	YJL122W		tagged	visualized	4780	NA	
779	YLL029W		tagged	visualized	3240	NA	
3555	YBR242W		tagged	visualized	2730	NA	
729	YOL006C	TOP1	tagged	visualized	2970	NA	
4100	YDR404C	RPB7	tagged	visualized	6420	NA	
4467	YBL002W	HTB2	tagged	visualized	443000	NA	
4858	YOR199W		tagged	visualized	low signal	NA	
1757	YJL081C	ARP4	tagged	visualized	1070	308.0	
4491	YHR059W	FYV4	tagged	visualized	2630	NA	
616	YJL176C	SWI3	tagged	visualized	3150	NA	
5689	YCL027W	FUS1	tagged	visualized	not visualized	NA	
3302	YIL053W	RHR2	tagged	visualized	193000	NA	
3686	YJL140W	RPB4	tagged	visualized	not visualized	NA	
869	YLR424W		tagged	visualized	556	NA	
1634	YJR010W	MET3	tagged	visualized	1510	NA	
5519	YKL212W	SAC1	tagged	visualized	48000	NA	
2154	YGR244C	LSC2	tagged	visualized	not visualized	NA	
1960	YBR162C	TOS1	tagged	visualized	12300	NA	
934	YBL060W		tagged	visualized	low signal	NA	
1063	YPL210C	SRP72	tagged	visualized	11800	3500.0	
5708	YJL091C	GWT1	tagged	visualized	low signal	NA	
1692	YOL070C		tagged	visualized	1620	NA	
696	YFR013W	IOC3	tagged	visualized	1770	NA	
6040	YMR200W	ROT1	tagged	visualized	2360	NA	
1267	YGL252C	RTG2	tagged	visualized	3260	NA	
5095	YER019C-A	SBH2	tagged	visualized	414	NA	
21	YER172C	BRR2	tagged	visualized	1440	NA	
3816	YNL310C		tagged	visualized	1520	NA	
1619	YGR123C	PPT1	tagged	visualized	6990	NA	
2232	YBR168W		tagged	visualized	technical problem	NA	
5819	YMR026C	PEX12	tagged	visualized	907	NA	
1677	YGL065C	ALG2	tagged	visualized	1840	NA	
4507	YHR162W		tagged	visualized	3410	NA	
6025	YPL162C		tagged	visualized	1440	NA	
3089	YML112W	CTK3	tagged	visualized	2640	NA	
4023	YPL211W	NIP7	tagged	visualized	5170	NA	
2819	YNL097C	PHO23	tagged	visualized	3250	NA	
3402	YCL005W		tagged	visualized	149	NA	
2191	YOL031C	SIL1	tagged	visualized	2420	NA	
5642	YFR051C	RET2	tagged	visualized	18000	NA	
5884	YOR085W	OST3	tagged	visualized	4030	NA	
346	YIL128W	MET18	tagged	visualized	3150	NA	
3625	YGR126W		tagged	visualized	not visualized	NA	
3725	YIR024C	GIF1	tagged	visualized	589	NA	
1538	YKL139W	CTK1	tagged	visualized	125	NA	
2545	YHR040W	BCD1	tagged	visualized	2800	NA	
2599	YDL144C		tagged	visualized	5170	NA	
4287	YJL104W	MIA1	tagged	visualized	3180	NA	
851	YHR074W	QNS1	tagged	visualized	172	NA	
649	YPL207W		tagged	visualized	5410	NA	
5346	YCR037C	PHO87	tagged	visualized	504	NA	
2697	YDR372C	VPS74	tagged	visualized	1850	NA	
2766	YER156C		tagged	visualized	6080	NA	
2313	YAL015C	NTG1	tagged	visualized	technical problem	NA	
4076	YGR085C	RPL11B	tagged	visualized	21200	NA	
1600	YGL112C	TAF6	tagged	visualized	6510	1290.0	
5137	YEL059C-A	SOM1	tagged	visualized	358	NA	
3357	YIR036C		tagged	visualized	1620	NA	
3180	YDR337W	MRPS28	tagged	visualized	6960	NA	
3280	YMR178W		tagged	visualized	3890	NA	
4215	YOR044W		tagged	visualized	4280	NA	
2544	YBR221C	PDB1	tagged	visualized	9970	NA	
2170	YGR263C		tagged	visualized	technical problem	NA	
2834	YGL091C	NBP35	tagged	visualized	not visualized	NA	
982	YLR330W	CHS5	tagged	visualized	172	NA	
3740	YBL057C	PTH2	tagged	visualized	2190	NA	
1473	YMR199W	CLN1	tagged	visualized	319	NA	
2943	YKR087C		tagged	visualized	technical problem	NA	
1301	YPL208W		tagged	visualized	4800	NA	
3839	YLR036C		tagged	visualized	967	NA	
5217	YOL081W	IRA2	tagged	visualized	technical problem	NA	
3119	YGR222W	PET54	tagged	visualized	799	NA	
682	YNL186W	UBP10	tagged	visualized	low signal	NA	
1708	YPL072W	UBP16	tagged	visualized	450	NA	
1470	YGR041W	BUD9	tagged	visualized	952	NA	
2093	YML051W	GAL80	tagged	visualized	784	NA	
379	YIR002C	MPH1	tagged	visualized	not visualized	NA	
5405	YOR017W	PET127	tagged	visualized	1730	NA	
6121	YGL200C	EMP24	tagged	visualized	26800	NA	
314	YNL267W	PIK1	tagged	visualized	1600	NA	
2390	YDR161W	TCI1	tagged	visualized	1630	NA	
4605	YFR049W	YMR31	tagged	visualized	2050	NA	
1535	YDL170W	UGA3	tagged	visualized	1200	NA	
4054	YOL067C	RTG1	tagged	visualized	2190	NA	
2345	YOR184W	SER1	tagged	visualized	15900	NA	
5658	YER014W	HEM14	tagged	visualized	5350	NA	
3371	YIL020C	HIS6	tagged	visualized	6490	NA	
192	YOR151C	RPB2	tagged	visualized	18700	NA	
1201	YMR168C	CEP3	tagged	visualized	1900	140.0	
428	YIL137C		tagged	visualized	5110	NA	
5674	YER123W	YCK3	tagged	visualized	1320	NA	
5224	YDR170C	SEC7	tagged	visualized	3670	NA	
2615	YNL191W		tagged	visualized	7300	NA	
5251	YBL079W	NUP170	tagged	visualized	1560	NA	
632	YLR337C	VRP1	tagged	visualized	low signal	NA	
2215	YIL033C	BCY1	tagged	visualized	4280	NA	
617	YLL032C		tagged	visualized	922	NA	
4304	YBR252W	DUT1	tagged	visualized	4340	NA	
1722	YDR257C	RMS1	tagged	visualized	4010	NA	
3641	YOR295W	UAF30	tagged	visualized	639	NA	
5419	YER001W	MNN1	tagged	visualized	1780	NA	
1852	YGR019W	UGA1	tagged	visualized	573	NA	
2813	YPL055C	LGE1	tagged	visualized	2060	NA	
5566	YGR065C	VHT1	tagged	visualized	low signal	NA	
1079	YMR313C	TGL3	tagged	visualized	3210	NA	
5804	YHL003C	LAG1	tagged	visualized	technical problem	NA	
1773	YGL253W	HXK2	tagged	visualized	114000	NA	
4778	YJR082C	EAF6	tagged	visualized	504	NA	
2627	YNL304W	YPT11	tagged	visualized	2850	NA	
3863	YKL190W	CNB1	tagged	visualized	low signal	NA	
1315	YHR194W	MDM31	tagged	visualized	1200	NA	
3432	YJL001W	PRE3	tagged	visualized	7250	NA	
2913	YIL021W	RPB3	tagged	visualized	10000	668.0	
5869	YLR056W	ERG3	tagged	visualized	36200	NA	
2949	YKL110C	KTI12	tagged	visualized	5260	NA	
127	YJR127C	ZMS1	tagged	visualized	technical problem	NA	
2276	YHL014C	YLF2	tagged	visualized	2360	NA	
5030	YLR346C		tagged	visualized	low signal	NA	
5203	YDR461W	MFA1	tagged	visualized	28900	NA	
6056	YGL053W	PRM8	tagged	visualized	1250	NA	
362	YIL125W	KGD1	tagged	visualized	14300	NA	
3832	YDL002C	NHP10	tagged	visualized	1760	NA	
45	YFL033C	RIM15	tagged	visualized	low signal	NA	
5583	YGL095C	VPS45	tagged	visualized	5660	NA	
3518	YOR284W	HUA2	tagged	visualized	1360	NA	
5362	YDR027C	LUV1	tagged	visualized	2540	NA	
493	YOR371C	GPB1	tagged	visualized	1640	NA	
4091	YGL058W	RAD6	tagged	visualized	2770	NA	
2024	YHR004C	NEM1	tagged	visualized	377	NA	
917	YFL013C	IES1	tagged	visualized	1390	NA	
812	YJL168C	SET2	tagged	visualized	217	NA	
1838	YPL063W	TIM50	tagged	visualized	2400	NA	
5960	YOR065W	CYT1	tagged	visualized	39900	NA	
1286	YHR108W	GGA2	tagged	visualized	2270	NA	
526	YLL013C	PUF3	tagged	visualized	846	NA	
4402	YIL040W	APQ12	tagged	visualized	low signal	NA	
1787	YOL030W	GAS5	tagged	visualized	11700	NA	
3610	YER163C		tagged	visualized	1300	NA	
297	YHR102W	KIC1	tagged	visualized	1040	NA	
411	YHR120W	MSH1	tagged	visualized	1670	NA	
3281	YNL155W		tagged	visualized	4280	NA	
560	YHR047C	AAP1'	tagged	visualized	77000	NA	
818	YKL112W	ABF1	tagged	visualized	4820	559.0	
1585	YBL019W	APN2	tagged	visualized	414	NA	
175	YDR097C	MSH6	tagged	visualized	5330	NA	
3655	YGL166W	CUP2	tagged	visualized	1760	NA	
648	YOR162C	YRR1	tagged	visualized	not visualized	NA	
209	YOR086C		tagged	visualized	6140	NA	
2752	YML037C		tagged	visualized	815	NA	
2244	YGR210C		tagged	visualized	11600	NA	
3487	YDR305C	HNT2	tagged	visualized	1920	NA	
1388	YPR111W	DBF20	tagged	visualized	3320	NA	
6070	YJL158C	CIS3	tagged	visualized	12500	NA	
1487	YPL109C		tagged	visualized	2470	NA	
5167	YHR053C	CUP1-1	tagged	visualized	31900	NA	
3756	YOR319W	HSH49	tagged	visualized	1240	NA	
998	YBR260C	RGD1	tagged	visualized	1500	NA	
1136	YKR008W	RSC4	tagged	visualized	8570	955.0	
5942	YPR114W		tagged	visualized	1920	NA	
4183	YLR042C		tagged	visualized	not visualized	NA	
5569	YEL063C	CAN1	tagged	visualized	technical problem	NA	
664	YGL234W	ADE5,7	tagged	visualized	35800	NA	
2362	YDR427W	RPN9	tagged	visualized	12400	NA	
5549	YHL019C	APM2	tagged	visualized	2890	NA	
4126	YNL157W		tagged	visualized	low signal	NA	
3220	YFR027W	ECO1	tagged	visualized	not visualized	NA	
3953	YCR086W	CSM1	tagged	visualized	1920	NA	
5976	YNL194C		tagged	visualized	not visualized	NA	
3540	YLR326W		tagged	visualized	1520	NA	
2497	YDR517W	GRH1	tagged	visualized	2730	NA	
761	YDL164C	CDC9	tagged	visualized	149	NA	
3702	YKL142W	MRP8	tagged	visualized	1550	NA	
1650	YER090W	TRP2	tagged	visualized	6510	NA	
5723	YBR241C		tagged	visualized	technical problem	NA	
1569	YER021W	RPN3	tagged	visualized	16700	NA	
1422	YOR205C		tagged	visualized	937	NA	
1237	YLR060W	FRS1	tagged	visualized	5440	1190.0	
5436	YKR067W	GPT2	tagged	visualized	3100	NA	
5788	YLL010C	PSR1	tagged	visualized	5620	NA	
3817	YFR001W	LOC1	tagged	visualized	3650	NA	
2078	YOR230W	WTM1	tagged	visualized	7750	NA	
394	YOR160W	MTR10	tagged	visualized	6340	614.0	
5631	YOL019W	TOS7	tagged	visualized	technical problem	NA	
1332	YPR171W	BSP1	tagged	visualized	704	NA	
901	YBR156C	SLI15	tagged	visualized	319	NA	
583	YOR133W	EFT1	tagged	visualized	82700	NA	
5455	YER113C		tagged	visualized	low signal	NA	
1351	YLR259C	HSP60	tagged	visualized	not visualized	NA	
2451	YNL230C	ELA1	tagged	visualized	815	NA	
1115	YHL038C	CBP2	tagged	visualized	1360	NA	
110	YPR189W	SKI3	tagged	visualized	11900	NA	
5316	YFL025C	BST1	tagged	visualized	technical problem	NA	
5297	YDR040C	ENA1	tagged	visualized	688	NA	
3167	YGR147C	NAT2	tagged	visualized	1240	NA	
543	YNL256W	FOL1	tagged	visualized	4590	708.0	
3892	YMR003W		tagged	visualized	2820	NA	
158	YOR330C	MIP1	tagged	visualized	377	NA	
6013	YBR187W		tagged	visualized	2170	NA	
5536	YOR092W	ECM3	tagged	visualized	low signal	NA	
95	YER164W	CHD1	tagged	visualized	1620	NA	
1909	YGL111W	NSA1	tagged	visualized	2740	NA	
6197	YER072W	VTC1	tagged	visualized	12100	NA	
1048	YBL075C	SSA3	tagged	visualized	6440	NA	
3594	YIR038C	GTT1	tagged	visualized	technical problem	NA	
3340	YIL070C	MAM33	tagged	visualized	4910	NA	
3894	YNL158W		tagged	visualized	6940	NA	
5266	YIL030C	SSM4	tagged	visualized	technical problem	NA	
598	YDL126C	CDC48	tagged	visualized	78400	NA	
2137	YMR173W	DDR48	tagged	visualized	low signal	NA	
5333	YKL068W	NUP100	tagged	visualized	358	NA	
5476	YOL011W	PLB3	tagged	visualized	low signal	NA	
4024	YPR046W	MCM16	tagged	visualized	279	NA	
258	YJR109C	CPA2	tagged	visualized	18000	NA	
4165	YOR150W	MRPL23	tagged	visualized	6730	NA	
2192	YDL027C		tagged	visualized	450	NA	
3672	YMR222C	FSH2	tagged	visualized	1070	NA	
1015	YNL197C	WHI3	tagged	visualized	5730	NA	
1821	YPL066W		tagged	visualized	396	NA	
6147	YDL192W	ARF1	tagged	visualized	19300	NA	
6091	YBR264C	YPT10	tagged	visualized	1360	NA	
3472	YOL154W	ZPS1	tagged	visualized	not visualized	NA	
1620	YHR137W	ARO9	tagged	visualized	7700	NA	
5992	YHR133C	YIG1	tagged	visualized	1900	NA	
1676	YGL017W	ATE1	tagged	visualized	2030	NA	
3265	YDR384C	ATO3	tagged	visualized	technical problem	NA	
2259	YOL022C		tagged	visualized	125	NA	
5925	YHR012W	VPS29	tagged	visualized	259	NA	
885	YEL011W	GLC3	tagged	visualized	1230	NA	
5061	YIL008W	URM1	tagged	visualized	1240	NA	
1976	YDR312W	SSF2	tagged	visualized	1350	NA	
835	YHR031C	RRM3	tagged	visualized	656	NA	
1553	YNL138W	SRV2	tagged	visualized	8760	NA	
1743	YML126C	ERG13	tagged	visualized	34800	NA	
3687	YLR075W	RPL10	tagged	visualized	not visualized	NA	
2780	YLR017W	MEU1	tagged	visualized	4820	NA	
1806	YNL071W	LAT1	tagged	visualized	5440	NA	
1635	YMR131C	RRB1	tagged	visualized	not visualized	NA	
2243	YDR153C	ENT5	tagged	visualized	8100	NA	
1888	YBL086C		tagged	visualized	396	NA	
665	YPL190C	NAB3	tagged	visualized	5830	541.0	
2424	YGL209W	MIG2	tagged	visualized	504	NA	
2373	YLR082C	SRL2	tagged	visualized	538	NA	
3417	YMR157C		tagged	visualized	1710	NA	
2659	YJR043C	POL32	tagged	visualized	2410	NA	
1995	YKL106W	AAT1	tagged	visualized	2910	NA	
6209	YGR209C	TRX2	tagged	visualized	17200	NA	
528	YBR281C		tagged	visualized	1940	NA	
2983	YNR007C	AUT1	tagged	visualized	3610	NA	
1221	YLR055C	SPT8	tagged	visualized	8430	NA	
5388	YPL019C	VTC3	tagged	visualized	2630	NA	
795	YKR024C	DBP7	tagged	visualized	1460	NA	
4149	YEL054C	RPL12A	tagged	visualized	68500	NA	
5282	YGL006W	PMC1	tagged	visualized	98.9	NA	
3609	YDR391C		tagged	visualized	6020	NA	
3770	YMR182C	RGM1	tagged	visualized	1230	NA	
4385	YDR437W		tagged	visualized	752	NA	
4434	YNR046W		tagged	visualized	4800	NA	
5839	YDR498C	SEC20	tagged	visualized	4910	NA	
5772	YDR483W	KRE2	tagged	visualized	13000	NA	
2530	YNL316C	PHA2	tagged	visualized	2020	NA	
2062	YDR449C	UTP6	tagged	visualized	7520	NA	
935	YDR444W		tagged	visualized	2070	NA	
4631	YLR408C		tagged	visualized	468	NA	
207	YJL076W	NET1	tagged	visualized	1590	NA	
363	YOR349W	CIN1	tagged	visualized	704	NA	
5240	YLR310C	CDC25	tagged	visualized	319	NA	
5613	YDR062W	LCB2	tagged	visualized	54500	NA	
6225	YPL271W	ATP15	tagged	visualized	4280	NA	
780	YOR034C	AKR2	tagged	visualized	815	NA	
3073	YIL044C	AGE2	tagged	visualized	5350	NA	
144	YBR081C	SPT7	tagged	visualized	2360	NA	
3519	YDR092W	UBC13	tagged	visualized	8970	NA	
5345	YIL109C	SEC24	tagged	visualized	not visualized	NA	
329	YCR092C	MSH3	tagged	visualized	736	NA	
2277	YKL149C	DBR1	tagged	visualized	1130	NA	
1691	YNR012W	URK1	tagged	visualized	low signal	NA	
5518	YJL085W	EXO70	tagged	visualized	4280	340.0	
5136	YNL015W	PBI2	tagged	visualized	technical problem	NA	
3067	YJL068C		tagged	visualized	1750	NA	
5250	YPL058C	PDR12	tagged	visualized	752	NA	
2214	YHR115C		tagged	visualized	2790	NA	
1266	YDR243C	PRP28	tagged	visualized	technical problem	NA	
77	YML072C		tagged	visualized	4280	NA	
615	YNL216W	RAP1	tagged	visualized	4390	909.0	
6183	YLL052C	AQY2	tagged	visualized	low signal	NA	
5013	YDR139C	RUB1	tagged	visualized	1310	NA	
5802	YDL128W	VCX1	tagged	visualized	7770	NA	
4070	YLR193C		tagged	visualized	704	NA	
6106	YHR110W	ERP5	tagged	visualized	low signal	NA	
1454	YOL055C	THI20	tagged	visualized	195	NA	
3924	YFR017C		tagged	visualized	639	NA	
2600	YHR069C	RRP4	tagged	visualized	4840	388.0	
3570	YMR134W		tagged	visualized	2950	NA	
5709	YJR054W		tagged	visualized	538	NA	
2853	YIL041W	GVP36	tagged	visualized	7720	NA	
868	YFR015C	GSY1	tagged	visualized	6300	NA	
2314	YDR021W	FAL1	tagged	visualized	3090	329.0	
2642	YPL011C	TAF3	tagged	visualized	3300	NA	
22	YDL171C	GLT1	tagged	visualized	18900	NA	
2391	YEL046C	GLY1	tagged	visualized	106000	NA	
3624	YDR183W	PLP1	tagged	visualized	2250	NA	
3846	YGL047W		tagged	visualized	1950	NA	
5673	YDR072C	IPT1	tagged	visualized	606	NA	
2820	YNL301C	RPL18B	tagged	visualized	63700	NA	
3502	YIR018W	YAP5	tagged	visualized	238	NA	
5755	YBL045C	COR1	tagged	visualized	19300	NA	
3004	YER083C	RMD7	tagged	visualized	not visualized	NA	
4321	YGR243W		tagged	visualized	6750	NA	
1758	YLL011W	SOF1	tagged	visualized	6620	1620.0	
426	YGR204W	ADE3	tagged	visualized	35600	NA	
5218	YBL004W	UTP20	tagged	visualized	not visualized	NA	
2765	YDR077W	SED1	tagged	visualized	1630	NA	
695	YDR239C		tagged	visualized	155	NA	
2546	YKL043W	PHD1	tagged	visualized	1420	NA	
3787	YDR487C	RIB3	tagged	visualized	5460	NA	
3179	YDL201W	TRM8	tagged	visualized	2630	NA	
650	YDL122W	UBP1	tagged	visualized	8970	NA	
948	YBL024W	NCL1	tagged	visualized	16100	NA	
3403	YGR095C	RRP46	tagged	visualized	10800	NA	
2910	YOR143C	THI80	tagged	visualized	3320	NA	
6039	YEL051W	VMA8	tagged	visualized	8500	NA	
2039	YLR080W	EMP46	tagged	visualized	not visualized	NA	
1152	YNR006W	VPS27	tagged	visualized	172	NA	
427	YIL002C	INP51	tagged	visualized	98.9	NA	
4606	YGL226W		tagged	visualized	1170	NA	
5223	YJL005W	CYR1	tagged	visualized	low signal	NA	
3818	YIL158W		tagged	visualized	not visualized	NA	
3838	YKL214C	YRA2	tagged	visualized	1310	NA	
2835	YGR015C		tagged	visualized	not visualized	NA	
1853	YGR108W	CLB1	tagged	visualized	300	NA	
313	YGR274C	TAF1	tagged	visualized	1500	NA	
3051	YPL064C	CWC27	tagged	visualized	2360	NA	
1707	YPL017C		tagged	visualized	6400	NA	
2293	YNL292W	PUS4	tagged	visualized	3990	NA	
3925	YKR085C	MRPL20	tagged	visualized	358	NA	
5818	YKL004W	AUR1	tagged	visualized	4170	NA	
5630	YOL013C	HRD1	tagged	visualized	2660	NA	
380	YDR430C	CYM1	tagged	visualized	6140	NA	
60	YGL206C	CHC1	tagged	visualized	28700	NA	
4199	YML030W		tagged	visualized	1210	NA	
3503	YJL055W		tagged	visualized	6440	NA	
61	YJR140C	HIR3	tagged	visualized	922	NA	
683	YOR144C	ELG1	tagged	visualized	low signal	NA	
2966	YMR299C		tagged	visualized	1170	NA	
5724	YGL129C	RSM23	tagged	visualized	1300	NA	
5420	YJR143C	PMT4	tagged	visualized	1270	NA	
3640	YOR232W	MGE1	tagged	visualized	not visualized	NA	
2171	YLR438W	CAR2	tagged	visualized	72000	NA	
631	YLR222C	UTP13	tagged	visualized	8070	NA	
191	YDR335W	MSN5	tagged	visualized	3500	NA	
6122	YJL004C	SYS1	tagged	visualized	238	NA	
2601	YJR139C	HOM6	tagged	visualized	48900	NA	
5406	YJL212C	OPT1	tagged	visualized	2870	NA	
3739	YPR154W	PIN3	tagged	visualized	2190	NA	
4418	YBR010W	HHT1	tagged	visualized	213000	NA	
5168	YHR055C	CUP1-2	tagged	visualized	6680	NA	
5803	YDR331W	GPI8	tagged	visualized	1560	NA	
4303	YBR109C	CMD1	tagged	visualized	not visualized	NA	
918	YML016C	PPZ1	tagged	visualized	217	NA	
1774	YGR211W	ZPR1	tagged	visualized	39900	NA	
4240	YIL062C	ARC15	tagged	visualized	3060	NA	
2092	YLR113W	HOG1	tagged	visualized	6780	NA	
1080	YGL060W	YBP2	tagged	visualized	3870	NA	
494	YDR074W	TPS2	tagged	visualized	22700	NA	
5657	YAR002W	NUP60	tagged	visualized	4590	NA	
4127	YPL108W		tagged	visualized	technical problem	NA	
3802	YIL127C		tagged	visualized	3670	NA	
4384	YDR308C	SRB7	tagged	visualized	1390	NA	
1249	YMR120C	ADE17	tagged	visualized	60900	NA	
746	YLR069C	MEF1	tagged	visualized	6350	NA	
4055	YPL038W	MET31	tagged	visualized	521	NA	
280	YCL061C	MRC1	tagged	visualized	721	NA	
3431	YOR004W		tagged	visualized	6960	NA	
3195	YOR040W	GLO4	tagged	visualized	technical problem	NA	
5740	YGL172W	NUP49	tagged	visualized	4760	445.0	
3120	YHR062C	RPP1	tagged	visualized	6300	NA	
4779	YKL061W		tagged	visualized	1240	NA	
5204	YML007C-A		tagged	visualized	low signal	NA	
242	YML117W	NAB6	tagged	visualized	1540	NA	
6055	YBR070C		tagged	visualized	339	NA	
813	YLR381W	CTF3	tagged	visualized	319	NA	
2988	YDL222C		tagged	visualized	329	NA	
712	YER171W	RAD3	tagged	visualized	14400	1300.0	
965	YJL101C	GSH1	tagged	visualized	5130	NA	
128	YGR270W	YTA7	tagged	visualized	172	NA	
2023	YFR014C	CMK1	tagged	visualized	1520	NA	
2616	YOL064C	MET22	tagged	visualized	7330	NA	
2713	YPL118W	MRP51	tagged	visualized	656	NA	
3976	YIR017C	MET28	tagged	visualized	low signal	NA	
2328	YOL136C	PFK27	tagged	visualized	low signal	NA	
5361	YMR054W	STV1	tagged	visualized	1080	NA	
2731	YOL151W	GRE2	tagged	visualized	5460	NA	
999	YEL007W	TOS9	tagged	visualized	1710	NA	
5870	YMR152W	YIM1	tagged	visualized	6540	NA	
2193	YER059W	PCL6	tagged	visualized	1240	NA	
5456	YOL060C	MAM3	tagged	visualized	5890	NA	
4148	YDR418W	RPL12B	tagged	visualized	50300	NA	
1099	YDR380W	ARO10	tagged	visualized	6560	NA	
2450	YHR063C	PAN5	tagged	visualized	2600	NA	
3909	YDR022C	CIS1	tagged	visualized	486	NA	
1032	YLR234W	TOP3	tagged	visualized	468	NA	
1837	YOL125W		tagged	visualized	1230	NA	
1387	YJR103W	URA8	tagged	visualized	5370	NA	
1723	YGR091W	PRP31	tagged	visualized	1260	135.0	
2011	YFR005C	SAD1	tagged	visualized	167	22.0	
3151	YGR021W		tagged	visualized	1780	NA	
5961	YOR101W	RAS1	tagged	visualized	2050	NA	
1928	YER003C	PMI40	tagged	visualized	5220	516.0	
582	YNL298W	CLA4	tagged	visualized	low signal	NA	
762	YNL059C	ARP5	tagged	visualized	2170	NA	
2512	YKR076W	ECM4	tagged	visualized	1670	NA	
2374	YLR449W	FPR4	tagged	visualized	14100	NA	
3488	YAL049C		tagged	visualized	1800	NA	
4522	YCR082W		tagged	visualized	981	NA	
3448	YLR126C		tagged	visualized	1510	NA	
2361	YDL204W	RTN2	tagged	visualized	low signal	NA	
2079	YOR259C	RPT4	tagged	visualized	not visualized	NA	
1135	YHL027W	RIM101	tagged	visualized	1820	NA	
6134	YOR297C	TIM18	tagged	visualized	4440	NA	
5317	YMR231W	PEP5	tagged	visualized	1200	NA	
884	YDR052C	DBF4	tagged	visualized	low signal	NA	
1604	YPL198W	RPL7B	tagged	visualized	7080	NA	
728	YMR167W	MLH1	tagged	visualized	319	NA	
4182	YJL011C	RPC17	tagged	visualized	2930	NA	
2513	YMR139W	RIM11	tagged	visualized	6990	NA	
3539	YER148W	SPT15	tagged	visualized	low signal	NA	
3219	YEL009C	GCN4	tagged	visualized	low signal	NA	
477	YNL082W	PMS1	tagged	visualized	521	NA	
3372	YJR011C		tagged	visualized	2560	NA	
4921	YOL048C		tagged	visualized	low signal	NA	
1333	YGR171C	MSM1	tagged	visualized	3120	NA	
3703	YLR178C	TFS1	tagged	visualized	1030	NA	
393	YNL236W	SIN4	tagged	visualized	1720	NA	
4320	YGR074W	SMD1	tagged	visualized	2400	NA	
2798	YKL085W	MDH1	tagged	visualized	28100	NA	
5854	YOR008C	SLG1	tagged	visualized	664	NA	
3968	YOR163W	DDP1	tagged	visualized	3440	NA	
1651	YGR093W		tagged	visualized	1270	NA	
5787	YBR287W		tagged	visualized	6440	NA	
902	YDR108W	GSG1	tagged	visualized	8760	NA	
817	YJL082W	IML2	tagged	visualized	4980	NA	
4539	YKL169C		tagged	visualized	not visualized	NA	
1908	YDR190C	RVB1	tagged	visualized	11600	NA	
2944	YLR283W		tagged	visualized	technical problem	NA	
5771	YHR190W	ERG9	tagged	visualized	10800	NA	
3168	YGR239C	PEX21	tagged	visualized	not visualized	NA	
6012	YIL114C	POR2	tagged	visualized	not visualized	NA	
1154	YAR007C	RFA1	tagged	visualized	4100	486.0	
2121	YGR149W		tagged	visualized	technical problem	NA	
3282	YOL121C	RPS19A	tagged	visualized	29000	NA	
1423	YDR474C		tagged	visualized	2130	NA	
5298	YGL156W	AMS1	tagged	visualized	319	NA	
3389	YCR059C	YIH1	tagged	visualized	3030	NA	
981	YNL103W	MET4	tagged	visualized	1300	NA	
6071	YDL018C	ERP3	tagged	visualized	3190	NA	
174	YBL007C	SLA1	tagged	visualized	952	NA	
5550	YHL028W	WSC4	tagged	visualized	technical problem	NA	
3017	YKL183W	LOT5	tagged	visualized	5930	NA	
3164	YOL080C	REX4	tagged	visualized	4280	NA	
716	YOR165W	SEY1	tagged	visualized	2270	NA	
3420	YKL002W	DID4	tagged	visualized	not visualized	NA	
544	YDR422C	SIP1	tagged	visualized	623	NA	
