ORF Name	Plate No.	Well No.
YJL203W	GFP(+)26	E9
YML041C	GFP(+)26	F9
YML026C	GFP(+)26	G9
YEL018W	GFP(+)26	H9
YGL005C	GFP(+)26	A10
YJL115W	GFP(+)26	B10
YJR116W	GFP(+)26	C10
YML014W	GFP(+)26	D10
YPL129W	GFP(+)26	E10
YIL052C	GFP(+)26	F10
YDR087C	GFP(+)26	G10
YGL019W	GFP(+)26	H10
YHR192W	GFP(+)26	A11
YKL055C	GFP(+)26	B11
YKL095W	GFP(+)26	C11
YKL023W	GFP(+)26	D11
YLR290C	GFP(+)26	E11
YOL088C	GFP(+)26	F11
YPR116W	GFP(+)26	G11
YNL162W	GFP(+)26	H11
YLR344W	GFP(+)26	A12
YCR047C	GFP(+)26	B12
YDL051W	GFP(+)26	C12
YDR384C	GFP(+)26	D12
YKR006C	GFP(+)26	E12
YDR272W	GFP(+)26	F12
YDR319C	GFP(+)26	G12
YDR429C	GFP(+)26	H12
YER116C	GFP(+)27	A1
YFR052W	GFP(+)27	B1
YGL085W	GFP(+)27	C1
YJL191W	GFP(+)27	D1
YKR060W	GFP(+)27	E1
YLR271W	GFP(+)27	F1
YLR412W	GFP(+)27	G1
YMR178W	GFP(+)27	H1
YNL155W	GFP(+)27	A2
YOL121C	GFP(+)27	B2
YDR099W	GFP(+)27	C2
YLR064W	GFP(+)27	D2
YLR150W	GFP(+)27	E2
YML105C	GFP(+)27	F2
YIL148W	GFP(+)27	G2
YDR262W	GFP(+)27	H2
YIL069C	GFP(+)27	A3
YGR042W	GFP(+)27	B3
YGR280C	GFP(+)27	C3
YIL053W	GFP(+)27	D3
YKL208W	GFP(+)27	E3
YKR043C	GFP(+)27	F3
YHL001W	GFP(+)27	G3
YKL006W	GFP(+)27	H3
YBL095W	GFP(+)27	A4
YNL108C	GFP(+)27	B4
YDR025W	GFP(+)27	C4
YGR220C	GFP(+)27	D4
YLR059C	GFP(+)27	E4
YML024W	GFP(+)27	F4
YHR200W	GFP(+)27	G4
YKL007W	GFP(+)27	H4
YOR062C	GFP(+)27	A5
YPR134W	GFP(+)27	B5
YEL019C	GFP(+)27	C5
YER177W	GFP(+)27	D5
YKL206C	GFP(+)27	E5
YMR226C	GFP(+)27	F5
YPR132W	GFP(+)27	G5
YDL043C	GFP(+)27	H5
YFR050C	GFP(+)27	A6
YGL174W	GFP(+)27	B6
YIL070C	GFP(+)27	C6
YJR101W	GFP(+)27	D6
YHR021C	GFP(+)27	E6
YCR009C	GFP(+)27	F6
YDL111C	GFP(+)27	G6
YDR152W	GFP(+)27	H6
YGL237C	GFP(+)27	A7
YLR102C	GFP(+)27	B7
YLR192C	GFP(+)27	C7
YOR220W	GFP(+)27	D7
YDR471W	GFP(+)27	E7
YIL093C	GFP(+)27	F7
YDR405W	GFP(+)27	G7
YGR161C	GFP(+)27	H7
YIR036C	GFP(+)27	A8
YLR414C	GFP(+)27	B8
YDR486C	GFP(+)27	C8
YGL046W	GFP(+)27	D8
YAL027W	GFP(+)27	E8
YBL064C	GFP(+)27	F8
YDL087C	GFP(+)27	G8
YER126C	GFP(+)27	H8
YGR207C	GFP(+)27	A9
YGR262C	GFP(+)27	B9
YHR167W	GFP(+)27	C9
YIL020C	GFP(+)27	D9
YJR011C	GFP(+)27	E9
YLR285W	GFP(+)27	F9
YOR157C	GFP(+)27	G9
YGR253C	GFP(+)27	H9
YLR201C	GFP(+)27	A10
YPL163C	GFP(+)27	B10
YAL009W	GFP(+)27	C10
YCL010C	GFP(+)27	D10
YEL012W	GFP(+)27	E10
YLR323C	GFP(+)27	F10
YNL168C	GFP(+)27	G10
YBR088C	GFP(+)27	H10
YCR059C	GFP(+)27	A11
YGR135W	GFP(+)27	B11
YMR193W	GFP(+)27	C11
YOR039W	GFP(+)27	D11
YOR095C	GFP(+)27	E11
YPL127C	GFP(+)27	F11
YBL036C	GFP(+)27	G11
YIL064W	GFP(+)27	H11
YJL043W	GFP(+)27	A12
YOR060C	GFP(+)27	B12
YCL005W	GFP(+)27	C12
YGR095C	GFP(+)27	D12
YHL033C	GFP(+)27	E12
YKL040C	GFP(+)27	F12
YKL071W	GFP(+)27	G12
YLL045C	GFP(+)27	H12
YNR040W	GFP(+)28	A1
YOR152C	GFP(+)28	B1
YPR060C	GFP(+)28	C1
YDL136W	GFP(+)28	D1
YGR248W	GFP(+)28	E1
YLR441C	GFP(+)28	F1
YML063W	GFP(+)28	G1
YMR157C	GFP(+)28	H1
YDR367W	GFP(+)28	A2
YKL002W	GFP(+)28	B2
YMR194W	GFP(+)28	C2
YER011W	GFP(+)28	D2
YER153C	GFP(+)28	E2
YFL006W	GFP(+)28	F2
YIR035C	GFP(+)28	G2
YLR194C	GFP(+)28	H2
YNL148C	GFP(+)28	A3
YOL038W	GFP(+)28	B3
YOR004W	GFP(+)28	C3
YJL001W	GFP(+)28	D3
YER056C-A	GFP(+)28	E3
YHR141C	GFP(+)28	F3
YPL124W	GFP(+)28	G3
YGL011C	GFP(+)28	H3
YJL066C	GFP(+)28	A4
YLR186W	GFP(+)28	B4
YGR118W	GFP(+)28	C4
YDR318W	GFP(+)28	D4
YLR126C	GFP(+)28	E4
YOR289W	GFP(+)28	F4
YPR131C	GFP(+)28	G4
YKR094C	GFP(+)28	H4
YLR061W	GFP(+)28	A5
YOR293W	GFP(+)28	B5
YER062C	GFP(+)28	C5
YGR158C	GFP(+)28	D5
YIR001C	GFP(+)28	E5
YJL035C	GFP(+)28	F5
YKR041W	GFP(+)28	G5
YLL027W	GFP(+)28	H5
YLR022C	GFP(+)28	A6
YLR052W	GFP(+)28	B6
YML092C	GFP(+)28	C6
YPR143W	GFP(+)28	D6
YDL202W	GFP(+)28	E6
YLR435W	GFP(+)28	F6
YMR038C	GFP(+)28	G6
YNR009W	GFP(+)28	H6
YOL154W	GFP(+)28	A7
YDR050C	GFP(+)28	B7
YML113W	GFP(+)28	C7
YOR213C	GFP(+)28	D7
YPL107W	GFP(+)28	E7
YCR004C	GFP(+)28	F7
YDL139C	GFP(+)28	G7
YGL061C	GFP(+)28	H7
YGR034W	GFP(+)28	A8
YJR113C	GFP(+)28	B8
YKL152C	GFP(+)28	C8
YLL038C	GFP(+)28	D8
YOR087W	GFP(+)28	E8
YDR305C	GFP(+)28	F8
YAL049C	GFP(+)28	G8
YDR174W	GFP(+)28	H8
YGR195W	GFP(+)28	A9
YHR043C	GFP(+)28	B9
YKL130C	GFP(+)28	C9
YNL024C	GFP(+)28	D9
YNL200C	GFP(+)28	E9
YOL032W	GFP(+)28	F9
YLR211C	GFP(+)28	G9
YBR107C	GFP(+)28	H9
YGL250W	GFP(+)28	A10
YIR018W	GFP(+)28	B10
YJL055W	GFP(+)28	C10
YOL028C	GFP(+)28	D10
YPR016C	GFP(+)28	E10
YER174C	GFP(+)28	F10
YER182W	GFP(+)28	G10
YJR024C	GFP(+)28	H10
YLR301W	GFP(+)28	A11
YHR041C	GFP(+)28	B11
YGR267C	GFP(+)28	C11
YHR049W	GFP(+)28	D11
YHR127W	GFP(+)28	E11
YOR284W	GFP(+)28	F11
YDR092W	GFP(+)28	G11
YDR538W	GFP(+)28	H11
YGR075C	GFP(+)28	A12
YLR376C	GFP(+)28	B12
YOR305W	GFP(+)28	C12
YOR358W	GFP(+)28	D12
YPL065W	GFP(+)28	E12
YMR230W	GFP(+)28	F12
YBR090C	GFP(+)28	G12
YDR196C	GFP(+)28	H12
YEL038W	GFP(+)29	A1
YGR136W	GFP(+)29	B1
YKR100C	GFP(+)29	C1
YNL010W	GFP(+)29	D1
YPL024W	GFP(+)29	E1
YDR447C	GFP(+)29	F1
YJL136C	GFP(+)29	G1
YDL115C	GFP(+)29	H1
YER148W	GFP(+)29	A2
YLR326W	GFP(+)29	B2
YNL129W	GFP(+)29	C2
YOL142W	GFP(+)29	D2
YPL199C	GFP(+)29	E2
YGR033C	GFP(+)29	F2
YGR036C	GFP(+)29	G2
YGR247W	GFP(+)29	H2
YJR135C	GFP(+)29	A3
YKL096W	GFP(+)29	B3
YBR242W	GFP(+)29	C3
YBR256C	GFP(+)29	D3
YDL059C	GFP(+)29	E3
YHR013C	GFP(+)29	F3
YJL063C	GFP(+)29	G3
YJL121C	GFP(+)29	H3
YLR390W-A	GFP(+)29	A4
YNL099C	GFP(+)29	B4
YPL213W	GFP(+)29	C4
YDR533C	GFP(+)29	D4
YGR024C	GFP(+)29	E4
YMR134W	GFP(+)29	F4
YMR188C	GFP(+)29	G4
YJR056C	GFP(+)29	H4
YKL009W	GFP(+)29	A5
YOR214C	GFP(+)29	B5
YDR275W	GFP(+)29	C5
YDR412W	GFP(+)29	D5
YIL161W	GFP(+)29	E5
YJR050W	GFP(+)29	F5
YIR038C	GFP(+)29	G5
YLR250W	GFP(+)29	H5
YMR314W	GFP(+)29	A6
YNL100W	GFP(+)29	B6
YGR235C	GFP(+)29	C6
YHR008C	GFP(+)29	D6
YJL148W	GFP(+)29	E6
YPL002C	GFP(+)29	F6
YBL038W	GFP(+)29	G6
YBR261C	GFP(+)29	H6
YDR020C	GFP(+)29	A7
YDR391C	GFP(+)29	B7
YER163C	GFP(+)29	C7
YOR077W	GFP(+)29	D7
YBR111C	GFP(+)29	E7
YDL010W	GFP(+)29	F7
YDR043C	GFP(+)29	G7
YER002W	GFP(+)29	H7
YER004W	GFP(+)29	A8
YHR122W	GFP(+)29	B8
YLR298C	GFP(+)29	C8
YOL149W	GFP(+)29	D8
YBR096W	GFP(+)29	E8
YDR183W	GFP(+)29	F8
YGR126W	GFP(+)29	G8
YHR038W	GFP(+)29	H8
YLR168C	GFP(+)29	A9
YOL102C	GFP(+)29	B9
YOR283W	GFP(+)29	C9
YLR406C	GFP(+)29	D9
YFL034C-A	GFP(+)29	E9
YLR407W	GFP(+)29	F9
YMR311C	GFP(+)29	G9
YGR232W	GFP(+)29	H9
YOR232W	GFP(+)29	A10
YOR295W	GFP(+)29	B10
YLR118C	GFP(+)29	C10
YMR090W	GFP(+)29	D10
YMR271C	GFP(+)29	E10
YPR043W	GFP(+)29	F10
YDR296W	GFP(+)29	G10
YER139C	GFP(+)29	H10
YML106W	GFP(+)29	A11
YMR233W	GFP(+)29	B11
YNL107W	GFP(+)29	C11
YDL213C	GFP(+)29	D11
YDR304C	GFP(+)29	E11
YGL166W	GFP(+)29	F11
YDR007W	GFP(+)29	G11
YDR067C	GFP(+)29	H11
YDR476C	GFP(+)29	A12
YJL096W	GFP(+)29	B12
YMR095C	GFP(+)29	C12
YMR161W	GFP(+)29	D12
YNR018W	GFP(+)29	E12
YBR193C	GFP(+)29	F12
YMR222C	GFP(+)29	G12
YCR051W	GFP(+)29	H12
YDR226W	GFP(+)30	A1
YGR038W	GFP(+)30	B1
YOL135C	GFP(+)30	C1
YCR018C	GFP(+)30	D1
YDR140W	GFP(+)30	E1
YDR399W	GFP(+)30	F1
YER018C	GFP(+)30	G1
YFR008W	GFP(+)30	H1
YJL140W	GFP(+)30	A2
YLR075W	GFP(+)30	B2
YMR077C	GFP(+)30	C2
YNL036W	GFP(+)30	D2
YPR174C	GFP(+)30	E2
YBL093C	GFP(+)30	F2
YBR066C	GFP(+)30	G2
YIL007C	GFP(+)30	H2
YLR199C	GFP(+)30	A3
YLR221C	GFP(+)30	B3
YNL110C	GFP(+)30	C3
YDR302W	GFP(+)30	D3
YKL142W	GFP(+)30	E3
YLR178C	GFP(+)30	F3
YOR064C	GFP(+)30	G3
YDR236C	GFP(+)30	H3
YER063W	GFP(+)30	A4
YGL079W	GFP(+)30	B4
YJR074W	GFP(+)30	C4
YLR363C	GFP(+)30	D4
YOR131C	GFP(+)30	E4
YDR500C	GFP(+)30	F4
YBR197C	GFP(+)30	G4
YGL135W	GFP(+)30	H4
YLR051C	GFP(+)30	A5
YNL306W	GFP(+)30	B5
YOR258W	GFP(+)30	C5
YPL220W	GFP(+)30	D5
YBL059W	GFP(+)30	E5
YGL037C	GFP(+)30	F5
YIR024C	GFP(+)30	G5
YJR057W	GFP(+)30	H5
YKL117W	GFP(+)30	A6
YPL233W	GFP(+)30	B6
YER007C-A	GFP(+)30	C6
YCR020C	GFP(+)30	D6
YDR177W	GFP(+)30	E6
YGL101W	GFP(+)30	F6
YGR129W	GFP(+)30	G6
YIL010W	GFP(+)30	H6
YPR154W	GFP(+)30	A7
YBL057C	GFP(+)30	B7
YBR072W	GFP(+)30	C7
YDR408C	GFP(+)30	D7
YHR105W	GFP(+)30	E7
YHR147C	GFP(+)30	F7
YNL213C	GFP(+)30	G7
YOR078W	GFP(+)30	H7
YBR005W	GFP(+)30	A8
YIL132C	GFP(+)30	B8
YMR117C	GFP(+)30	C8
YOL139C	GFP(+)30	D8
YOR319W	GFP(+)30	E8
YPL166W	GFP(+)30	F8
YML053C	GFP(+)30	G8
YNR014W	GFP(+)30	H8
YOL111C	GFP(+)30	A9
YBR071W	GFP(+)30	B9
YER183C	GFP(+)30	C9
YFL010C	GFP(+)30	D9
YMR182C	GFP(+)30	E9
YOR236W	GFP(+)30	F9
YPR071W	GFP(+)30	G9
YBR052C	GFP(+)30	H9
YBR067C	GFP(+)30	A10
YDR003W	GFP(+)30	B10
YER079W	GFP(+)30	C10
YGR081C	GFP(+)30	D10
YML095C	GFP(+)30	E10
YOR247W	GFP(+)30	F10
YIL113W	GFP(+)30	G10
YJR133W	GFP(+)30	H10
YDR487C	GFP(+)30	A11
YER104W	GFP(+)30	B11
YMR132C	GFP(+)30	C11
YPL178W	GFP(+)30	D11
YPR107C	GFP(+)30	E11
YLR185W	GFP(+)30	F11
YFL046W	GFP(+)30	G11
YDL130W	GFP(+)30	H11
YLR287C-A	GFP(+)30	A12
YDR167W	GFP(+)30	B12
YIL127C	GFP(+)30	C12
YPL229W	GFP(+)30	D12
YAL014C	GFP(+)30	E12
YDR056C	GFP(+)30	F12
YDR231C	GFP(+)30	G12
YHR057C	GFP(+)30	H12
YHR089C	GFP(+)31	A1
YNL310C	GFP(+)31	B1
YFR001W	GFP(+)31	C1
YIL158W	GFP(+)31	D1
YKL024C	GFP(+)31	E1
YKR035W-A	GFP(+)31	F1
YLR016C	GFP(+)31	G1
YMR052W	GFP(+)31	H1
YMR121C	GFP(+)31	A2
YNL190W	GFP(+)31	B2
YBR014C	GFP(+)31	C2
YDL002C	GFP(+)31	D2
YDR041W	GFP(+)31	E2
YER128W	GFP(+)31	F2
YKL214C	GFP(+)31	G2
YLR036C	GFP(+)31	H2
YDL135C	GFP(+)31	A3
YGL047W	GFP(+)31	B3
YKL001C	GFP(+)31	C3
YBR278W	GFP(+)31	D3
YJR112W	GFP(+)31	E3
YLR145W	GFP(+)31	F3
YLR179C	GFP(+)31	G3
YML079W	GFP(+)31	H3
YMR073C	GFP(+)31	A4
YMR263W	GFP(+)31	B4
YKL190W	GFP(+)31	C4
YBL072C	GFP(+)31	D4
YER102W	GFP(+)31	E4
YFL031W	GFP(+)31	F4
YLR073C	GFP(+)31	G4
YOR182C	GFP(+)31	H4
YOR367W	GFP(+)31	A5
YPL239W	GFP(+)31	B5
YPR172W	GFP(+)31	C5
YGR078C	GFP(+)31	D5
YKL156W	GFP(+)31	E5
YAL008W	GFP(+)31	F5
YDR032C	GFP(+)31	G5
YDR478W	GFP(+)31	H5
YGR268C	GFP(+)31	A6
YJL217W	GFP(+)31	B6
YJR014W	GFP(+)31	C6
YMR003W	GFP(+)31	D6
YMR184W	GFP(+)31	E6
YNL158W	GFP(+)31	F6
YPL051W	GFP(+)31	G6
YPL067C	GFP(+)31	H6
YDL166C	GFP(+)31	A7
YGL247W	GFP(+)31	B7
YIL157C	GFP(+)31	C7
YJR069C	GFP(+)31	D7
YKR065C	GFP(+)31	E7
YMR295C	GFP(+)31	F7
YNL056W	GFP(+)31	G7
YBL107C	GFP(+)31	H7
YBR122C	GFP(+)31	A8
YDR022C	GFP(+)31	B8
YDR066C	GFP(+)31	C8
YDR121W	GFP(+)31	D8
YDR453C	GFP(+)31	E8
YER029C	GFP(+)31	F8
YGR251W	GFP(+)31	G8
YJL030W	GFP(+)31	H8
YJL178C	GFP(+)31	A9
YML028W	GFP(+)31	B9
YPR037C	GFP(+)31	C9
YOR122C	GFP(+)31	D9
YDL125C	GFP(+)31	E9
YFR017C	GFP(+)31	F9
YKR085C	GFP(+)31	G9
YNL282W	GFP(+)31	H9
YKR057W	GFP(+)31	A10
YDL098C	GFP(+)31	B10
YDR328C	GFP(+)31	C10
YGL068W	GFP(+)31	D10
YDL064W	GFP(+)31	E10
YCL026C-A	GFP(+)31	F10
YCL027C-A	GFP(+)31	G10
YDR248C	GFP(+)31	H10
YGL211W	GFP(+)31	A11
YKR068C	GFP(+)31	B11
YDL165W	GFP(+)31	C11
YDR071C	GFP(+)31	D11
YDR253C	GFP(+)31	E11
YGL147C	GFP(+)31	F11
YKR045C	GFP(+)31	G11
YLR011W	GFP(+)31	H11
YMR138W	GFP(+)31	A12
YNL067W	GFP(+)31	B12
YML094W	GFP(+)31	C12
YCR086W	GFP(+)31	D12
YGL231C	GFP(+)31	E12
YHR189W	GFP(+)31	F12
YJR017C	GFP(+)31	G12
YHR175W	GFP(+)31	H12
YLR254C	GFP(+)32	A1
YBR106W	GFP(+)32	B1
YMR255W	GFP(+)32	C1
YOR163W	GFP(+)32	D1
YOR179C	GFP(+)32	E1
YDR454C	GFP(+)32	F1
YER112W	GFP(+)32	G1
YGR049W	GFP(+)32	H1
YHR121W	GFP(+)32	A2
YIR017C	GFP(+)32	B2
YML022W	GFP(+)32	C2
YGR275W	GFP(+)32	D2
YNR024W	GFP(+)32	E2
YDL053C	GFP(+)32	F2
YER034W	GFP(+)32	G2
YOR148C	GFP(+)32	H2
YOR215C	GFP(+)32	A3
YPR067W	GFP(+)32	B3
YER042W	GFP(+)32	C3
YGL018C	GFP(+)32	D3
YKL186C	GFP(+)32	E3
YKR007W	GFP(+)32	F3
YOL129W	GFP(+)32	G3
YJR094W-A	GFP(+)32	H3
YCR003W	GFP(+)32	A4
YGR102C	GFP(+)32	B4
YMR072W	GFP(+)32	C4
YCR090C	GFP(+)32	D4
YML078W	GFP(+)32	E4
YDR441C	GFP(+)32	F4
YLR065C	GFP(+)32	G4
YPL211W	GFP(+)32	H4
YPR046W	GFP(+)32	A5
YPR187W	GFP(+)32	B5
YAL055W	GFP(+)32	C5
YJL161W	GFP(+)32	D5
YKL069W	GFP(+)32	E5
YMR242C	GFP(+)32	F5
YBR082C	GFP(+)32	G5
YPL249C-A	GFP(+)32	H5
YBR137W	GFP(+)32	A6
YDR185C	GFP(+)32	B6
YDR540C	GFP(+)32	C6
YEL066W	GFP(+)32	D6
YMR009W	GFP(+)32	E6
YNL245C	GFP(+)32	F6
YDR059C	GFP(+)32	G6
YER134C	GFP(+)32	H6
YLR370C	GFP(+)32	A7
YML055W	GFP(+)32	B7
YAL044C	GFP(+)32	C7
YBL090W	GFP(+)32	D7
YJR025C	GFP(+)32	E7
YML011C	GFP(+)32	F7
YMR042W	GFP(+)32	G7
YOL067C	GFP(+)32	H7
YPL038W	GFP(+)32	A8
YDR397C	GFP(+)32	B8
YLR109W	GFP(+)32	C8
YOR253W	GFP(+)32	D8
YPR051W	GFP(+)32	E8
YBR047W	GFP(+)32	F8
YDR469W	GFP(+)32	G8
YGL222C	GFP(+)32	H8
YJL122W	GFP(+)32	A9
YLR193C	GFP(+)32	B9
YPR101W	GFP(+)32	C9
YDL120W	GFP(+)32	D9
YGR085C	GFP(+)32	E9
YHR193C	GFP(+)32	F9
YPR102C	GFP(+)32	G9
YDL219W	GFP(+)32	H9
YAL033W	GFP(+)32	A10
YDL046W	GFP(+)32	B10
YDL208W	GFP(+)32	C10
YHR152W	GFP(+)32	D10
YNL133C	GFP(+)32	E10
YGL058W	GFP(+)32	F10
YJL124C	GFP(+)32	G10
YJR097W	GFP(+)32	H10
YNL046W	GFP(+)32	A11
YPL252C	GFP(+)32	B11
YDR404C	GFP(+)32	C11
YJL016W	GFP(+)32	D11
YKL013C	GFP(+)32	E11
YFR011C	GFP(+)32	F11
YCR046C	GFP(+)32	G11
YDR073W	GFP(+)32	H11
YOL143C	GFP(+)32	A12
YPR063C	GFP(+)32	B12
YNL157W	GFP(+)32	C12
YPL108W	GFP(+)32	D12
YPL223C	GFP(+)32	E12
YDL235C	GFP(+)32	F12
YJL065C	GFP(+)32	G12
YKL026C	GFP(+)32	H12
YKL056C	GFP(+)33	A1
YKL063C	GFP(+)33	B1
YKL122C	GFP(+)33	C1
YML098W	GFP(+)33	D1
YBR230C	GFP(+)33	E1
YEL044W	GFP(+)33	F1
YLR074C	GFP(+)33	G1
YGL087C	GFP(+)33	H1
YDL008W	GFP(+)33	A2
YDR201W	GFP(+)33	B2
YDR418W	GFP(+)33	C2
YEL054C	GFP(+)33	D2
YMR022W	GFP(+)33	E2
YPL135W	GFP(+)33	F2
YIL057C	GFP(+)33	G2
YJR055W	GFP(+)33	H2
YKR020W	GFP(+)33	A3
YIR037W	GFP(+)33	B3
YOR150W	GFP(+)33	C3
YPR188C	GFP(+)33	D3
YCR028C-A	GFP(+)33	E3
YBR077C	GFP(+)33	F3
YBR120C	GFP(+)33	G3
YBR244W	GFP(+)33	H3
YDR155C	GFP(+)33	A4
YDR179C	GFP(+)33	B4
YOL071W	GFP(+)33	C4
YOR357C	GFP(+)33	D4
YDR024W	GFP(+)33	E4
YER067W	GFP(+)33	F4
YIL138C	GFP(+)33	G4
YJL011C	GFP(+)33	H4
YLR042C	GFP(+)33	A5
YLR050C	GFP(+)33	B5
YOR276W	GFP(+)33	C5
YPR073C	GFP(+)33	D5
YER030W	GFP(+)33	E5
YFL017C	GFP(+)33	F5
YML030W	GFP(+)33	G5
YBL018C	GFP(+)33	H5
YGR030C	GFP(+)33	A6
YNL185C	GFP(+)33	B6
YPR062W	GFP(+)33	C6
YCR063W	GFP(+)33	D6
YGR076C	GFP(+)33	E6
YIL087C	GFP(+)33	F6
YJR047C	GFP(+)33	G6
YMR236W	GFP(+)33	H6
YOR044W	GFP(+)33	A7
YPL037C	GFP(+)33	B7
YPR168W	GFP(+)33	C7
YLR421C	GFP(+)33	D7
YMR002W	GFP(+)33	E7
YOR226C	GFP(+)33	F7
YPL071C	GFP(+)33	G7
YGL031C	GFP(+)33	H7
YGR148C	GFP(+)33	A8
YIL098C	GFP(+)33	B8
YKR074W	GFP(+)33	C8
YLR281C	GFP(+)33	D8
YIL062C	GFP(+)33	E8
YJR104C	GFP(+)33	F8
YCR087C-A	GFP(+)33	G8
YKL067W	GFP(+)33	H8
YLR315W	GFP(+)33	A9
YMR260C	GFP(+)33	B9
YNL255C	GFP(+)33	C9
YNL281W	GFP(+)33	D9
YEL048C	GFP(+)33	E9
YGR272C	GFP(+)33	F9
YHR116W	GFP(+)33	G9
YLR068W	GFP(+)33	H9
YOL108C	GFP(+)33	A10
YDR424C	GFP(+)33	B10
YBR135W	GFP(+)33	C10
YDL110C	GFP(+)33	D10
YLR218C	GFP(+)33	E10
YMR159C	GFP(+)33	F10
YOR052C	GFP(+)33	G10
YPL059W	GFP(+)33	H10
YDL121C	GFP(+)33	A11
YDR063W	GFP(+)33	B11
YDR252W	GFP(+)33	C11
YJL104W	GFP(+)33	D11
YNR010W	GFP(+)33	E11
YOR286W	GFP(+)33	F11
YBR173C	GFP(+)33	G11
YER044C	GFP(+)33	H11
YER150W	GFP(+)33	A12
YGR203W	GFP(+)33	B12
YHR136C	GFP(+)33	C12
YIR005W	GFP(+)33	D12
YMR059W	GFP(+)33	E12
YMR148W	GFP(+)33	F12
YPL144W	GFP(+)33	G12
YBR109C	GFP(+)33	H12
YBR252W	GFP(+)34	A1
YDR344C	GFP(+)34	B1
YDR462W	GFP(+)34	C1
YMR225C	GFP(+)34	D1
YNL147W	GFP(+)34	E1
YBR282W	GFP(+)34	F1
YCR071C	GFP(+)34	G1
YDL092W	GFP(+)34	H1
YGR074W	GFP(+)34	A2
YGR243W	GFP(+)34	B2
YNR004W	GFP(+)34	C2
YOR224C	GFP(+)34	D2
YPL225W	GFP(+)34	E2
YBL025W	GFP(+)34	F2
YER035W	GFP(+)34	G2
YIL051C	GFP(+)34	H2
YKL160W	GFP(+)34	A3
YMR074C	GFP(+)34	B3
YBL021C	GFP(+)34	C3
YCL056C	GFP(+)34	D3
YIR015W	GFP(+)34	E3
YDR100W	GFP(+)34	F3
YDR513W	GFP(+)34	G3
YNL081C	GFP(+)34	H3
YBR258C	GFP(+)34	A4
YER159C	GFP(+)34	B4
YLR245C	GFP(+)34	C4
YMR269W	GFP(+)34	D4
YNL113W	GFP(+)34	E4
YIL027C	GFP(+)34	F4
YJR067C	GFP(+)34	G4
YOR252W	GFP(+)34	H4
YBR167C	GFP(+)34	A5
YBR188C	GFP(+)34	B5
YDL123W	GFP(+)34	C5
YDR308C	GFP(+)34	D5
YDR437W	GFP(+)34	E5
YGL108C	GFP(+)34	F5
YJR044C	GFP(+)34	G5
YLR275W	GFP(+)34	H5
YPR100W	GFP(+)34	A6
YNR022C	GFP(+)34	B6
YOR285W	GFP(+)34	C6
YIL040W	GFP(+)34	D6
YKL170W	GFP(+)34	E6
YBL026W	GFP(+)34	F6
YBL059C-A	GFP(+)34	G6
YDR156W	GFP(+)34	H6
YKL049C	GFP(+)34	A7
YKL167C	GFP(+)34	B7
YBR010W	GFP(+)34	C7
YNL031C	GFP(+)34	D7
YPL250C	GFP(+)34	E7
YDL012C	GFP(+)34	F7
YDR482C	GFP(+)34	G7
YNR046W	GFP(+)34	H7
YMR252C	GFP(+)34	A8
YOL012C	GFP(+)34	B8
YDR511W	GFP(+)34	C8
YJL151C	GFP(+)34	D8
YKR049C	GFP(+)34	E8
YKR083C	GFP(+)34	F8
YBL003C	GFP(+)34	G8
YDR193W	GFP(+)34	H8
YDR225W	GFP(+)34	A9
YLR385C	GFP(+)34	B9
YBL002W	GFP(+)34	C9
YDR224C	GFP(+)34	D9
YHR132W-A	GFP(+)34	E9
YKL003C	GFP(+)34	F9
YKL138C	GFP(+)34	G9
YMR112C	GFP(+)34	H9
YBR269C	GFP(+)34	A10
YGL080W	GFP(+)34	B10
YHR059W	GFP(+)34	C10
YJL190C	GFP(+)34	D10
YNL143C	GFP(+)34	E10
YHR162W	GFP(+)34	F10
YLR297W	GFP(+)34	G10
YNL149C	GFP(+)34	H10
YNL153C	GFP(+)34	A11
YOL134C	GFP(+)34	B11
YBR016W	GFP(+)34	C11
YCR082W	GFP(+)34	D11
YER084W	GFP(+)34	E11
YJR022W	GFP(+)34	F11
YCR043C	GFP(+)34	G11
YCR083W	GFP(+)34	H11
YGL127C	GFP(+)34	A12
YKL086W	GFP(+)34	B12
YKL169C	GFP(+)34	C12
YMR195W	GFP(+)34	D12
YEL008W	GFP(+)34	E12
YER071C	GFP(+)34	F12
YER092W	GFP(+)34	G12
YJR063W	GFP(+)34	H12
YKL192C	GFP(+)35	A1
YFR036W	GFP(+)35	B1
YLR295C	GFP(+)35	C1
YBR194W	GFP(+)35	D1
YDR493W	GFP(+)35	E1
YEL003W	GFP(+)35	F1
YFR049W	GFP(+)35	G1
YGL226W	GFP(+)35	H1
YDR357C	GFP(+)35	A2
YGL070C	GFP(+)35	B2
YJL169W	GFP(+)35	C2
YJL173C	GFP(+)35	D2
YKL058W	GFP(+)35	E2
YLR408C	GFP(+)35	F2
YMR123W	GFP(+)35	G2
YBR253W	GFP(+)35	H2
YDL152W	GFP(+)35	A3
YPL013C	GFP(+)35	B3
YGL029W	GFP(+)35	C3
YGL220W	GFP(+)35	D3
YHL018W	GFP(+)35	E3
YNL111C	GFP(+)35	F3
YOL005C	GFP(+)35	G3
YER131W	GFP(+)35	H3
YGL189C	GFP(+)35	A4
YDL157C	GFP(+)35	B4
YDR031W	GFP(+)35	C4
YJR146W	GFP(+)35	D4
